#   N           Simpson's               Milne                 GSL
#-----------------------------------
1497001 3.1876467841381e-14 1.6289812610118e-14 8.2035027532967e-15 
1501001 5.1564874449293e-15  8.789467235675e-15 8.2035027532967e-15 
1505001 2.2266650330377e-15 3.1173310462527e-14 8.2035027532967e-15 
1509001 3.3751554184992e-14 2.1329107158571e-14 8.2035027532967e-15 
1513001 5.0861717070439e-14 1.1016132268713e-14 8.2035027532967e-15 
1517001 2.6602787499976e-14 2.0039985297339e-14 8.2035027532967e-15 
1521001  4.300979300657e-14 3.4454711563846e-14 8.2035027532967e-15 
1525001 9.6098175110047e-15 4.2423828524191e-14 8.2035027532967e-15 
1529001  6.679995099113e-15 6.5628022026373e-15 8.2035027532967e-15 
1533001 2.8477873843587e-14 1.4414726266507e-14 8.2035027532967e-15 
1537001 1.4414726266507e-14 1.3477183094702e-14 8.2035027532967e-15 
1541001  4.922101651978e-15 3.4571904460322e-14 8.2035027532967e-15 
1545001 4.0079970594678e-14  1.406314757708e-14 8.2035027532967e-15 
1549001 2.0860335572669e-14 4.5002072246656e-14 8.2035027532967e-15 
1553001 3.9611199008775e-14 1.8633670539631e-14 8.2035027532967e-15 
1557001 1.6289812610118e-14 2.2501036123328e-14 8.2035027532967e-15 
1561001  3.867365583697e-15 1.8985249229058e-14 8.2035027532967e-15 
1565001 9.9613962004317e-15 1.6289812610118e-14 8.2035027532967e-15 
1569001 4.2658214317143e-14  8.789467235675e-15 8.2035027532967e-15 
1573001 3.7267341079262e-14 3.8439270044019e-14 8.2035027532967e-15 
1577001 5.8362062444882e-14 6.5628022026373e-15 8.2035027532967e-15 
1581001 4.4533300660753e-15  5.273680341405e-14 8.2035027532967e-15 
1585001 2.8829452533014e-14 3.5626640528603e-14 8.2035027532967e-15 
1589001 2.6602787499976e-14 8.5550814427237e-15 8.2035027532967e-15 
1593001 1.6407005506593e-15  7.383152477967e-15 8.2035027532967e-15 
1597001 3.2814011013187e-14 4.5822422521986e-14 8.2035027532967e-15 
1601001 2.4141736673987e-14  9.141045925102e-15 8.2035027532967e-15 
1605001 3.9962777698202e-14 3.6095412114505e-14 8.2035027532967e-15 
1609001 8.2035027532967e-15 1.3125604405275e-14 8.2035027532967e-15 
1613001  4.570522962551e-15   7.03157378854e-16 8.2035027532967e-15 
1617001 5.3908732378807e-14  9.492624614529e-15 8.2035027532967e-15 
1621001 1.6289812610118e-14 2.9884188601295e-14 8.2035027532967e-15 
1625001 4.7580315969121e-14  5.625259030832e-15 8.2035027532967e-15 
1629001 4.0079970594678e-14 2.0743142676193e-14 8.2035027532967e-15 
1633001 1.3359990198226e-14  5.976837720259e-15 8.2035027532967e-15 
1637001 9.3754317180533e-16 6.7971879955887e-15 8.2035027532967e-15 
1641001 9.7270104074803e-15 1.3594375991177e-14 8.2035027532967e-15 
1645001 1.9922792400863e-15 1.9336827918485e-14 8.2035027532967e-15 
1649001  1.839928474668e-14 1.1719289647567e-14 8.2035027532967e-15 
1653001 7.9691169603453e-15 2.3672965088085e-14 8.2035027532967e-15 
1657001  2.191507164095e-14 8.3206956497723e-15 8.2035027532967e-15 
1661001 2.6134015914074e-14 1.0898939372237e-14 8.2035027532967e-15 
1665001 2.5782437224647e-15 2.2618229019804e-14 8.2035027532967e-15 
1669001 2.4962086949317e-14 7.5003453744427e-15 8.2035027532967e-15 
1673001 2.2852614812755e-14  1.054736068281e-15 8.2035027532967e-15 
1677001 2.3907350881036e-14 5.7424519273077e-15 8.2035027532967e-15 
1681001  4.136909245591e-14 7.6175382709183e-14 8.2035027532967e-15 
1685001  4.218944273124e-14 5.5080661343563e-15 8.2035027532967e-15 
1689001 1.1133325165188e-14 6.9143808920643e-15 8.2035027532967e-15 
1693001 3.7267341079262e-14  1.406314757708e-15 8.2035027532967e-15 
1697001 7.6175382709183e-15 2.9884188601295e-14 8.2035027532967e-15 
1701001 1.6055426817166e-14 3.4806290253273e-14 8.2035027532967e-15 
1705001 3.2931203909662e-14 1.8750863436107e-14 8.2035027532967e-15 
1709001 1.9571213711436e-14 2.2266650330377e-15 8.2035027532967e-15 
1713001 3.2110853634333e-14 2.3438579295133e-15 8.2035027532967e-15 
1717001 2.1563492951523e-14 1.1719289647567e-15 8.2035027532967e-15 
1721001 1.0312974889859e-14 7.9691169603453e-15 8.2035027532967e-15 
1725001 1.5235076541837e-14 4.9103823623304e-14 8.2035027532967e-15 
1729001 1.1133325165188e-14 2.6719980396452e-14 8.2035027532967e-15 
1733001 7.2659595814913e-15   7.03157378854e-16 8.2035027532967e-15 
1737001 6.0471534581444e-14 4.0197163491154e-14 8.2035027532967e-15 
1741001 2.5313665638744e-14  1.839928474668e-14 8.2035027532967e-15 
1745001 3.4923483149749e-14  2.109472136562e-15 8.2035027532967e-15 
1749001 5.8596448237833e-15 2.9298224118917e-15 8.2035027532967e-15 
1753001 1.0781746475761e-14 9.6098175110047e-15 8.2035027532967e-15 
1757001  1.136771095814e-14  2.730594487883e-14 8.2035027532967e-15 
1761001 6.2932585407433e-14 3.3517168392041e-14 8.2035027532967e-15 
1765001 4.2072249834764e-14 2.2032264537425e-14 8.2035027532967e-15 
1769001 3.7970498458116e-14 1.0781746475761e-14 8.2035027532967e-15 
1773001 3.2345239427284e-14 7.6175382709183e-15 8.2035027532967e-15 
1777001  4.300979300657e-14 1.1836482544042e-14 8.2035027532967e-15 
1781001 5.0861717070439e-14 1.8985249229058e-14 8.2035027532967e-15 
1785001 5.9885570099066e-14 4.0079970594678e-14 8.2035027532967e-15 
1789001  1.488349785241e-14 5.9299605616687e-14 8.2035027532967e-15 
1793001  1.488349785241e-14 4.9455402312731e-14 8.2035027532967e-15 
1797001 4.5588036729034e-14 1.7930513160777e-14 8.2035027532967e-15 
1801001 1.9336827918485e-14 1.4414726266507e-14 8.2035027532967e-15 
1805001 1.5235076541837e-15  1.757893447135e-14 8.2035027532967e-15 
1809001 6.4456093061617e-15 3.1290503359003e-14 8.2035027532967e-15 
1813001 3.3751554184992e-14 4.3361371695997e-14 8.2035027532967e-15 
1817001  2.461050825989e-15  8.086309856821e-15 8.2035027532967e-15 
1821001 2.1329107158571e-14 4.6877158590267e-14 8.2035027532967e-15 
1825001 8.9066601321507e-15 1.8282091850204e-14 8.2035027532967e-15 
1829001 1.7461741574874e-14 2.3672965088085e-14 8.2035027532967e-15 
1833001 5.7893290858979e-14 3.8790848733446e-14 8.2035027532967e-15 
1837001 8.1449063050588e-14 5.8596448237833e-15 8.2035027532967e-15 
1841001 6.7151529680557e-14 2.8009102257684e-14 8.2035027532967e-15 
1845001 2.2266650330377e-15 2.2266650330377e-15 8.2035027532967e-15 
1849001 2.2969807709231e-14  2.812629515416e-15 8.2035027532967e-15 
1853001 1.0430167786334e-14 5.8596448237833e-16 8.2035027532967e-15 
1857001   7.03157378854e-14 4.1017513766483e-15 8.2035027532967e-15 
1861001 5.1564874449293e-15 1.5117883645361e-14 8.2035027532967e-15 
1865001 1.0430167786334e-14 5.6604168997747e-14 8.2035027532967e-15 
1869001 8.8949408425031e-14 1.4414726266507e-14 8.2035027532967e-15 
1873001 5.5080661343563e-15 1.8164898953728e-14 8.2035027532967e-15 
1877001 1.1250518061664e-14 3.2814011013187e-14 8.2035027532967e-15 
1881001 4.5939615418461e-14 1.9922792400863e-14 8.2035027532967e-15 
1885001 5.1682067345769e-14  2.894664542949e-14 8.2035027532967e-15 
1889001 4.3361371695997e-14  1.406314757708e-14 8.2035027532967e-15 
1893001 2.0508756883242e-14 2.7071559085879e-14 8.2035027532967e-15 
1897001 2.1680685847998e-14 1.2656832819372e-14 8.2035027532967e-15 
1901001 3.1056117566052e-14  5.355715368938e-14 8.2035027532967e-15 
1905001 3.5040676046224e-14 4.3478564592472e-14 8.2035027532967e-15 
1909001 2.1211914262096e-14   7.03157378854e-16 8.2035027532967e-15 
1913001 3.6446990803932e-14 1.0078589096907e-14 8.2035027532967e-15 
1917001 2.6368401707025e-14 1.4531919162983e-14 8.2035027532967e-15 
1921001 1.2891218612323e-15 6.0823113270871e-14 8.2035027532967e-15 
1925001 3.3868747081468e-14  4.488487935018e-14 8.2035027532967e-15 
1929001 1.6289812610118e-14 1.1602096751091e-14 8.2035027532967e-15 
1933001 1.6992969988972e-14 3.9611199008775e-14 8.2035027532967e-15 
1937001 1.1484903854615e-14 2.3438579295133e-16 8.2035027532967e-15 
1941001 1.4649112059458e-14 3.0704538876625e-14 8.2035027532967e-15 
1945001  4.922101651978e-15 5.4260311068234e-14 8.2035027532967e-15 
1949001 2.7891909361209e-14 1.1719289647567e-16 8.2035027532967e-15 
1953001 6.6565565198179e-14 2.0039985297339e-14 8.2035027532967e-15 
1957001 2.3438579295133e-14 9.6098175110047e-15 8.2035027532967e-15 
1961001 1.9102442125534e-14   7.03157378854e-15 8.2035027532967e-15 
1965001 1.6407005506593e-15 5.8362062444882e-14 8.2035027532967e-15 
1969001  8.789467235675e-15 2.3555772191609e-14 8.2035027532967e-15 
1973001  5.355715368938e-14 1.3594375991177e-14 8.2035027532967e-15 
1977001 1.9219635022009e-14 5.5315047136515e-14 8.2035027532967e-15 
1981001 7.2659595814913e-15 5.2385224724623e-14 8.2035027532967e-15 
1985001 3.8204884251067e-14 9.6098175110047e-15 8.2035027532967e-15 
1989001 8.6722743391993e-15 1.9454020814961e-14 8.2035027532967e-15 
1993001 1.1578658171796e-13 3.2814011013187e-15 8.2035027532967e-15 
1997001 6.8792230231216e-14 5.4025925275282e-14 8.2035027532967e-15 
