#                  N           Simpson's               Milne                 GSL
#-----------------------------------
     5.7551130296536    -14.232128707488    -14.206822842223     -14.08600067181 
     5.7581553798978    -13.760836996429    -14.092249621087     -14.08600067181 
     5.7611765658318    -13.632245635414    -13.522858746512     -14.08600067181 
     5.7641768798845    -14.223528535726    -14.425948733504     -14.08600067181 
     5.7671566084653    -13.636632485662    -13.617231491455     -14.08600067181 
     5.7701160321286    -14.061866992093    -13.619344850768     -14.08600067181 
     5.7730554257321    -13.708382240676    -14.050285119543     -14.08600067181 
     5.7759750585902    -14.160246700182    -14.012020619448     -14.08600067181 
     5.7788751946219     -15.63006871616    -14.259000853888     -14.08600067181 
      5.781756092494    -15.453977457104    -13.874193860488     -14.08600067181 
     5.7846180057595    -13.586706438139    -14.056037448432     -14.08600067181 
     5.7874611829917    -14.817155359517    -14.784970676146     -14.08600067181 
     5.7902858679135    -13.778810367441    -13.743577990988     -14.08600067181 
      5.793092299523     -14.13175816237     -15.08600067181     -14.08600067181 
     5.7958807122147    -13.760836996429    -14.138707022326     -14.08600067181 
      5.798651335897    -13.827294990868    -14.329038720496     -14.08600067181 
      5.801404396106    -13.668647622094    -14.588676031002     -14.08600067181 
     5.8041401141158    -13.438338322797    -13.848313341508     -14.08600067181 
     5.8068587070448    -15.329038720496    -14.652345110871     -14.08600067181 
     5.8095603879595    -13.957970858224    -13.654636907651     -14.08600067181 
     5.8122453659747    -14.700649790446    -14.329038720496     -14.08600067181 
     5.8149138463503    -14.976856202385    -13.791219625423     -14.08600067181 
     5.8175660305859    -13.610952425713    -13.813827416168     -14.08600067181 
     5.8202021165116    -13.582793848776    -13.844738881149     -14.08600067181 
      5.822822298377    -13.368805847368    -14.351315115207     -14.08600067181 
      5.825426766937    -13.634433521563    -14.111554776282     -14.08600067181 
     5.8280157095348    -13.550887470112    -14.167670718261     -14.08600067181 
     5.8305893101832    -13.784970676146    -13.698102601432     -14.08600067181 
     5.8331477496428    -13.615128366367     -13.52455853139     -14.08600067181 
     5.8356912054985    -14.259000853888    -13.465715860376     -14.08600067181 
      5.838219852233    -13.368805847368    -13.645541402816     -14.08600067181 
     5.8407338612989    -13.294610815471    -14.307849421426     -14.08600067181 
     5.8432334011886    -13.598660251908    -14.817155359517     -14.08600067181 
     5.8457186375019    -13.784970676146    -13.538401758564     -14.08600067181 
     5.8481897330115     -13.78808391157    -13.905792846559     -14.08600067181 
     5.8506468477277     -13.73797411347    -13.800764943329     -14.08600067181 
     5.8530901389601    -13.859216704518    -13.708382240676     -14.08600067181 
      5.855519761378     -15.15294746144     -13.52455853139     -14.08600067181 
     5.8579358670692    -14.138707022326     -14.60887941709     -14.08600067181 
     5.8603386055975    -13.841193600385    -13.817155359517     -14.08600067181 
     5.8627281240576    -13.576990272677    -13.364072345665     -14.08600067181 
     5.8651045671298    -13.569370875806    -13.939872636132     -14.08600067181 
      5.867468077132    -14.175223856152     -14.19073602233     -14.08600067181 
     5.8698187940714    -13.358227109624    -13.830728166706     -14.08600067181 
     5.8721568556935    -13.575072854631     -13.87040087147     -14.08600067181 
     5.8744823975315    -14.105023909123    -13.561882854414     -14.08600067181 
     5.8767955529526    -15.232128707488    -13.522858746512     -14.08600067181 
     5.8790964532044                -inf    -13.663926983421     -14.08600067181 
     5.8813852274594     -15.63006871616    -14.061866992093     -14.08600067181 
     5.8836620028585    -13.859216704518    -14.268340880142     -14.08600067181 
     5.8859269045533    -13.775762674359    -14.073766215393     -14.08600067181 
     5.8881800557478    -14.569370875806    -14.167670718261     -14.08600067181 
     5.8904215777381    -14.784970676146    -13.584745737373     -14.08600067181 
     5.8926515899518    -13.431411629206    -14.652345110871     -14.08600067181 
     5.8948702099863    -13.499734947665     -13.60887941709     -14.08600067181 
     5.8970775536457    -13.874193860488    -14.033471620534     -14.08600067181 
     5.8992737349774    -14.468700713925    -13.698102601432     -14.08600067181 
     5.9014588663073    -13.395804591781    -13.482392391919     -14.08600067181 
     5.9036330582743    -13.721583697281    -13.710990623784     -14.08600067181 
     5.9057964198638    -13.627902654404    -13.540163604721     -14.08600067181 
     5.9079490584407    -14.067775851704    -13.967310884478     -14.08600067181 
     5.9100910797813    -14.259000853888    -13.755007452768     -14.08600067181 
     5.9122225881043    -13.716254863776    -13.830728166706     -14.08600067181 
     5.9143436861014     -14.60887941709    -14.483940680482     -14.08600067181 
     5.9164544749672    -13.632245635414    -14.297630256244     -14.08600067181 
     5.9185550544275    -14.362896987757    -13.423242840128     -14.08600067181 
     5.9206455227684    -13.807247070857    -13.613035376861     -14.08600067181 
     5.9227259768633     -13.48549450855     -14.13175816237     -14.08600067181 
     5.9247965122001    -14.468700713925    -14.817155359517     -14.08600067181 
     5.9268572229074    -14.249857474448    -14.931098711824     -14.08600067181 
     5.9289082017801    -13.953375106535    -13.690549463541     -14.08600067181 
      5.930949540305    -13.477780371777    -14.073766215393     -14.08600067181 
     5.9329813286843    -13.372390141291     -14.43973701799     -14.08600067181 
     5.9350036558604    -13.364072345665    -13.749255123879     -14.08600067181 
     5.9370166095391    -15.028008724832     -14.13175816237     -14.08600067181 
     5.9390202762119    -14.399619794782    -15.453977457104     -14.08600067181 
     5.9410147411789    -13.650065344576    -13.743577990988     -14.08600067181 
     5.9430000885704    -13.619344850768    -13.459807000765     -14.08600067181 
      5.944976401368    -13.604762850895    -13.855551750432     -14.08600067181 
     5.9469437614258    -13.944326977558    -15.931098711824     -14.08600067181 
     5.9489022494902     -13.48549450855    -13.855551750432     -14.08600067181 
     5.9508519452203    -14.145768876813    -14.044607986652     -14.08600067181 
     5.9527929272071    -13.800764943329    -14.851917465776     -14.08600067181 
     5.9547252729926     -15.63006871616    -14.307849421426     -14.08600067181 
     5.9566490590883    -13.408654478318    -14.223528535726     -14.08600067181 
     5.9585643609934    -13.688060663138     -13.20846478929     -14.08600067181 
     5.9604712532126    -13.578916193713    -14.675826206721     -14.08600067181 
     5.9623698092733     -15.63006871616    -13.885775733037     -14.08600067181 
     5.9642601017433    -13.967310884478    -14.105023909123     -14.08600067181 
     5.9661422022463    -13.909909412754    -13.710990623784     -14.08600067181 
     5.9680161814794    -13.830728166706    -13.700649790446     -14.08600067181 
      5.969882109228    -13.650065344576     -14.19073602233     -14.08600067181 
     5.9717400543822    -13.893672213883    -13.841193600385     -14.08600067181 
     5.9735900849514    -13.827294990868    -13.844738881149     -14.08600067181 
     5.9754322680799     -14.43973701799    -13.586706438139     -14.08600067181 
     5.9772666700609    -13.108930632456    -14.362896987757     -14.08600067181 
     5.9790933563511    -14.318314855104    -13.393279616751     -14.08600067181 
     5.9809123915848    -13.820509001525    -13.522858746512     -14.08600067181 
     5.9827238395876    -14.588676031002    -13.527978190648     -14.08600067181 
     5.9845277633897    -14.167670718261    -14.206822842223     -14.08600067181 
     5.9863242252389    -13.810524780618    -13.519479005861     -14.08600067181 
     5.9881132866139    -14.067775851704    -13.772736219729     -14.08600067181 
      5.989895008237    -15.028008724832    -13.364072345665     -14.08600067181 
     5.9916694500856    -14.468700713925    -14.268340880142     -14.08600067181 
     5.9934366714055    -13.567486731932    -13.506217075193     -14.08600067181 
     5.9951967307218    -14.652345110871    -14.483940680482     -14.08600067181 
     5.9969496858511    -14.374796211057    -13.261781831258     -14.08600067181 
     5.9986955939127    -13.986616039674    -14.105023909123     -14.08600067181 
     6.0004345113397    -13.294610815471    -13.726978729168     -14.08600067181 
     6.0021664938901    -13.408654478318    -13.291612222555     -14.08600067181 
     6.0038915966574    -13.918261487119    -13.862912850078     -14.08600067181 
     6.0056098740812     -13.40996062812     -13.48861894276     -14.08600067181 
     6.0073213799574    -13.638842640468    -13.504587450459     -14.08600067181 
     6.0090261674486    -15.931098711824     -14.01728485944     -14.08600067181 
     6.0107242890935    -13.666280888814    -14.033471620534     -14.08600067181 
     6.0124157968171    -13.668647622094    -13.671027323839     -14.08600067181 
       6.01410074194    -14.118185355181    -14.039004109134     -14.08600067181 
     6.0157791751878    -13.634433521563    -13.752121764531     -14.08600067181 
        6.0174511467    -13.772736219729    -13.918261487119     -14.08600067181 
     6.0191167060397    -13.480849603505    -14.079840363105     -14.08600067181 
     6.0207759022014    -13.425948733504    -14.215095368189     -14.08600067181 
     6.0224287836207    -13.242678889821    -13.746407281006     -14.08600067181 
     6.0240753981819     -14.19073602233    -13.493348149004     -14.08600067181 
     6.0257157932268    -15.931098711824    -14.453977457104     -14.08600067181 
     6.0273500155628    -14.976856202385    -13.477780371777     -14.08600067181 
      6.028978111471     -13.87040087147    -13.262712795134     -14.08600067181 
     6.0306001267136    -14.700649790446    -13.986616039674     -14.08600067181 
     6.0322161065424    -13.957970858224    -14.588676031002     -14.08600067181 
     6.0338260957057    -14.889706026666    -13.794378144668     -14.08600067181 
     6.0354301384558    -13.549081669249    -13.590654596984     -14.08600067181 
     6.0370282785568    -13.781879599169    -13.931098711824     -14.08600067181 
     6.0386205592912    -13.545492438226    -13.695570264916     -14.08600067181 
     6.0402070234674    -13.668647622094    -13.755007452768     -14.08600067181 
     6.0417877134261    -13.594638977976    -14.351315115207     -14.08600067181 
     6.0433626710476    -13.483940680482    -13.540163604721     -14.08600067181 
     6.0449319377581    -13.918261487119    -13.862912850078     -14.08600067181 
     6.0464955545362    -13.435554374278    -13.972057319503     -14.08600067181 
     6.0480535619198    -14.374796211057    -13.432788158034     -14.08600067181 
     6.0496060000118    -13.569370875806    -13.445377285342     -14.08600067181 
     6.0511529084867    -15.931098711824    -13.695570264916     -14.08600067181 
     6.0526943265966    -13.347899937855    -13.636632485662     -14.08600067181 
      6.054230293177    -13.830728166706    -13.827294990868     -14.08600067181 
     6.0557608466528    -13.567486731932    -13.226090752491     -14.08600067181 
     6.0572860250442    -14.976856202385    -14.889706026666     -14.08600067181 
     6.0588058659722     -13.60887941709    -14.268340880142     -14.08600067181 
     6.0603204066642    -14.329038720496     -13.99660026058     -14.08600067181 
     6.0618296839593    -13.926777338041    -13.784970676146     -14.08600067181 
     6.0633337343141     -14.43973701799    -14.167670718261     -14.08600067181 
     6.0648325938077    -13.166922579434    -14.138707022326     -14.08600067181 
     6.0663262981468    -14.889706026666    -13.769730709589     -14.08600067181 
     6.0678148826711    -14.412584771946    -13.830728166706     -14.08600067181 
     6.0692983823579     -13.68558604401    -13.220135592829     -14.08600067181 
     6.0707768318275    -14.453977457104    -14.569370875806     -14.08600067181 
     6.0722502653479    -13.752121764531    -13.256237571086     -14.08600067181 
     6.0737187168392    -13.848313341508     -13.87040087147     -14.08600067181 
     6.0751822198788    -14.118185355181     -14.63006871616     -14.08600067181 
     6.0766408077058     -14.08600067181    -13.625747342377     -14.08600067181 
     6.0780945132254    -13.638842640468    -14.223528535726     -14.08600067181 
     6.0795433690135     -13.99660026058    -13.379648713851     -14.08600067181 
     6.0809874073211    -13.516125363853    -13.862912850078     -14.08600067181 
     6.0824266600786     -13.68558604401    -13.678245680844     -14.08600067181 
     6.0838611588998    -13.129009453942    -13.398344332832     -14.08600067181 
     6.0852909350865    -14.387030667474    -13.926777338041     -14.08600067181 
     6.0867160196323     -15.63006871616    -14.249857474448     -14.08600067181 
     6.0881364432265    -13.794378144668    -13.294610815471     -14.08600067181 
     6.0895522362585    -13.252580332784    -14.022613692945     -14.08600067181 
     6.0909634288214    -13.763781377076    -13.634433521563     -14.08600067181 
     6.0923700507159    -13.251670815212    -14.483940680482     -14.08600067181 
     6.0937721314539    -13.545492438226    -13.393279616751     -14.08600067181 
     6.0951697002625    -13.632245635414     -13.48861894276     -14.08600067181 
     6.0965627860878     -15.15294746144     -15.15294746144     -14.08600067181 
     6.0979514175977    -13.848313341508    -14.249857474448     -14.08600067181 
     6.0993356231866    -13.830728166706    -13.336706161449     -14.08600067181 
     6.1007154309778    -13.359389880015    -13.803993913459     -14.08600067181 
     6.1020908688275    -13.514458204486    -13.494936064783     -14.08600067181 
     6.1034619643282    -13.412584771946    -14.111554776282     -14.08600067181 
     6.1048287448118    -13.844738881149    -13.448225128215     -14.08600067181 
     6.1061912373529    -13.820509001525    -15.453977457104     -14.08600067181 
     6.1075494687723    -13.641064100462    -14.755007452768     -14.08600067181 
     6.1089034656395    -13.368805847368    -14.700649790446     -14.08600067181 
     6.1102532542768    -13.848313341508    -13.383324006436     -14.08600067181 
     6.1115988607615    -13.698102601432    -13.586706438139     -14.08600067181 
     6.1129403109293    -13.885775733037    -14.268340880142     -14.08600067181 
     6.1142776303774    -13.374796211057     -13.49812942095     -14.08600067181 
     6.1156108444669    -13.690549463541     -14.19073602233     -14.08600067181 
     6.1169399783264    -14.755007452768    -13.700649790446     -14.08600067181 
     6.1182650568544    -13.533158703152    -13.948827478784     -14.08600067181 
     6.1195861047221    -13.645541402816    -13.830728166706     -14.08600067181 
     6.1209031463763    -13.939872636132    -13.179819607841     -14.08600067181 
     6.1222162060421     -15.08600067181    -13.567486731932     -14.08600067181 
     6.1235253077255    -13.914065372525    -13.344511407152     -14.08600067181 
      6.124830475216    -13.573163864824    -13.948827478784     -14.08600067181 
     6.1261317320894    -13.571263229484    -13.459807000765     -14.08600067181 
     6.1274291017102    -14.318314855104     -13.73244162487     -14.08600067181 
     6.1287226072338    -13.582793848776    -13.552700810876     -14.08600067181 
     6.1300122716099    -14.167670718261    -13.329038720496     -14.08600067181 
     6.1312981175838    -14.206822842223     -14.13175816237     -14.08600067181 
     6.1325801676998    -13.922498540062    -13.981708705179     -14.08600067181 
     6.1338584443028    -13.673420136955     -13.71891110742     -14.08600067181 
     6.1351329695411    -13.615128366367    -13.376004263246     -14.08600067181 
     6.1364037653687    -13.909909412754    -14.784970676146     -14.08600067181 
     6.1376708535473    -13.216768952079    -13.784970676146     -14.08600067181 
     6.1389342556486     -14.63006871616    -13.259000853888     -14.08600067181 
     6.1401939930568    -13.841193600385    -14.726978729168     -14.08600067181 
     6.1414500869704    -13.621468544398    -14.550887470112     -14.08600067181 
     6.1427025584045    -13.494936064783    -13.596644960673     -14.08600067181 
      6.143951428193     -13.52455853139    -14.851917465776     -14.08600067181 
     6.1451967169906    -13.274042858967    -13.560030849552     -14.08600067181 
     6.1464384452746    -13.142930340683    -14.318314855104     -14.08600067181 
     6.1476766333474     -13.96261576327    -13.666280888814     -14.08600067181 
     6.1489113013381    -13.914065372525    -14.550887470112     -14.08600067181 
     6.1501424692048    -13.643296981894    -13.645541402816     -14.08600067181 
      6.151370156736    -14.022613692945    -13.567486731932     -14.08600067181 
     6.1525943835533    -13.303732855231    -14.297630256244     -14.08600067181 
     6.1538151691125    -13.540163604721     -13.64779748312     -14.08600067181 
     6.1550325327058    -14.889706026666    -13.939872636132     -14.08600067181 
     6.1562464934639    -14.118185355181    -14.022613692945     -14.08600067181 
     6.1574570703571    -13.245356973222    -13.388273284865     -14.08600067181 
      6.158664282198     -13.28962460132     -13.63006871616     -14.08600067181 
     6.1598681476423    -13.604762850895    -14.516125363853     -14.08600067181 
     6.1610686851912    -13.499734947665    -13.775762674359     -14.08600067181 
      6.162265913193    -13.380870358769    -13.417881111756     -14.08600067181 
     6.1634598498443    -14.297630256244    -13.490189629759     -14.08600067181 
     6.1646505131926    -13.675826206721     -14.00167978611     -14.08600067181 
     6.1658379211368    -13.526264995204    -15.329038720496     -14.08600067181 
     6.1670220914297    -13.948827478784    -13.399619794782     -14.08600067181 
     6.1682030416792    -13.803993913459     -14.01728485944     -14.08600067181 
     6.1693807893501     -14.60887941709    -14.329038720496     -14.08600067181 
     6.1705553517652    -13.578916193713    -13.632245635414     -14.08600067181 
     6.1717267461073    -13.716254863776    -13.096042610104     -14.08600067181 
     6.1728949894206    -13.760836996429    -14.039004109134     -14.08600067181 
     6.1740600986121    -13.265517720806    -13.228668175379     -14.08600067181 
     6.1752220904528     -13.49652980779     -13.78808391157     -14.08600067181 
     6.1763809815799    -14.287646035338    -14.056037448432     -14.08600067181 
     6.1775367884975    -14.652345110871    -13.506217075193     -14.08600067181 
     6.1786895275783    -13.471706224065    -13.671027323839     -14.08600067181 
      6.179839215065    -13.293608982312    -13.957970858224     -14.08600067181 
     6.1809858670717    -13.575072854631    -13.698102601432     -14.08600067181 
     6.1821294995851    -13.366432647572    -13.462751381412     -14.08600067181 
      6.183270128466     -14.01728485944    -13.372390141291     -14.08600067181 
     6.1844077694505    -14.175223856152    -14.182910684818     -14.08600067181 
     6.1855424381514    -13.545492438226    -13.841193600385     -14.08600067181 
     6.1866741500595    -13.841193600385     -13.87040087147     -14.08600067181 
     6.1878029205447    -14.307849421426    -13.461276695846     -14.08600067181 
     6.1889287648575    -13.397072605768    -13.851917465776     -14.08600067181 
       6.19005169813    -13.680678709515    -13.346767487457     -14.08600067181 
     6.1911717353772    -13.402182011546    -13.729701587504     -14.08600067181 
     6.1922888914983     -13.78808391157     -13.64779748312     -14.08600067181 
     6.1934031812779    -14.412584771946    -13.721583697281     -14.08600067181 
     6.1945146193868     -14.00167978611     -13.78808391157     -14.08600067181 
     6.1956232203838    -13.369997328175    -14.056037448432     -14.08600067181 
     6.1967289987163     -13.42867159184    -13.415224868112     -14.08600067181 
     6.1978319687216    -13.233869369064    -14.182910684818     -14.08600067181 
     6.1989321446282    -14.351315115207    -13.277886198049     -14.08600067181 
     6.2000295405565    -13.540163604721    -13.448225128215     -14.08600067181 
     6.2011241705204    -13.575072854631    -14.067775851704     -14.08600067181 
     6.2022160484278    -14.784970676146     -14.13175816237     -14.08600067181 
     6.2033051880823    -13.483940680482    -13.338921954428     -14.08600067181 
     6.2043916031837    -13.617231491455    -14.039004109134     -14.08600067181 
     6.2054753073293    -13.398344332832    -13.442547995324     -14.08600067181 
     6.2065563140147     -14.08600067181    -13.881880689154     -14.08600067181 
     6.2076346366353    -14.340034104798     -15.15294746144     -14.08600067181 
     6.2087102884867    -13.268340880142    -14.022613692945     -14.08600067181 
     6.2097832827661     -13.78808391157     -13.52455853139     -14.08600067181 
      6.210853632573    -13.322572678247    -14.249857474448     -14.08600067181 
     6.2119213509103    -13.397072605768    -13.683125445462     -14.08600067181 
     6.2129864506854    -13.874193860488    -14.223528535726     -14.08600067181 
     6.2140489447109    -15.028008724832    -14.167670718261     -14.08600067181 
