0.00000000e+00   0.00000000e+00   0.00000000e+00
5.00000000e-02   8.47575890e-02   9.51229839e-02
1.00000000e-01   1.67420085e-01   1.80967563e-01
1.50000000e-01   2.46063925e-01   2.58212506e-01
2.00000000e-01   3.19087431e-01   3.27492444e-01
2.50000000e-01   3.85321915e-01   3.89400561e-01
3.00000000e-01   4.44091121e-01   4.44491126e-01
3.50000000e-01   4.95213992e-01   4.93281878e-01
4.00000000e-01   5.38953638e-01   5.36256271e-01
4.50000000e-01   5.75922640e-01   5.73865587e-01
5.00000000e-01   6.06960243e-01   6.06530924e-01
5.50000000e-01   6.32999941e-01   6.34645068e-01
6.00000000e-01   6.54945937e-01   6.58574251e-01
6.50000000e-01   6.73574229e-01   6.78659806e-01
7.00000000e-01   6.89469135e-01   6.95219728e-01
7.50000000e-01   7.02999834e-01   7.08550138e-01
8.00000000e-01   7.14335003e-01   7.18926656e-01
8.50000000e-01   7.23488010e-01   7.26605701e-01
9.00000000e-01   7.30381079e-01   7.31825707e-01
9.50000000e-01   7.34915102e-01   7.34808265e-01
1.00000000e+00   7.37032240e-01   7.35759203e-01
1.05000000e+00   7.36761140e-01   7.34869594e-01
1.10000000e+00   7.34238598e-01   7.32316703e-01
1.15000000e+00   7.29706321e-01   7.28264887e-01
1.20000000e+00   7.23485940e-01   7.22866424e-01
1.25000000e+00   7.15939075e-01   7.16262304e-01
1.30000000e+00   7.07421301e-01   7.08582971e-01
1.35000000e+00   6.98239219e-01   6.99949009e-01
1.40000000e+00   6.88618472e-01   6.90471800e-01
1.45000000e+00   6.78687897e-01   6.80254132e-01
1.50000000e+00   6.68481615e-01   6.69390772e-01
1.55000000e+00   6.57957386e-01   6.57969006e-01
1.60000000e+00   6.47026711e-01   6.46069139e-01
1.65000000e+00   6.35590252e-01   6.33764975e-01
1.70000000e+00   6.23571667e-01   6.21124253e-01
1.75000000e+00   6.10943698e-01   6.08209067e-01
1.80000000e+00   5.97742218e-01   5.95076257e-01
1.85000000e+00   5.84066470e-01   5.81777769e-01
1.90000000e+00   5.70066409e-01   5.68361001e-01
1.95000000e+00   5.55920400e-01   5.54869121e-01
2.00000000e+00   5.41808089e-01   5.41341369e-01
2.05000000e+00   5.27883881e-01   5.27813335e-01
2.10000000e+00   5.14255985e-01   5.14317223e-01
2.15000000e+00   5.00974655e-01   5.00882097e-01
2.20000000e+00   4.88031333e-01   4.87534109e-01
2.25000000e+00   4.75368276e-01   4.74296717e-01
2.30000000e+00   4.62896333e-01   4.61190882e-01
2.35000000e+00   4.50517156e-01   4.48235258e-01
2.40000000e+00   4.38145538e-01   4.35446366e-01
2.45000000e+00   4.25727789e-01   4.22838758e-01
2.50000000e+00   4.13252988e-01   4.10425172e-01
2.55000000e+00   4.00755467e-01   3.98216670e-01
2.60000000e+00   3.88308549e-01   3.86222775e-01
2.65000000e+00   3.76011155e-01   3.74451593e-01
2.70000000e+00   3.63970118e-01   3.62909927e-01
2.75000000e+00   3.52281656e-01   3.51603390e-01
2.80000000e+00   3.41015417e-01   3.40536499e-01
2.85000000e+00   3.30203881e-01   3.29712773e-01
2.90000000e+00   3.19838765e-01   3.19134815e-01
2.95000000e+00   3.09874765e-01   3.08804400e-01
3.00000000e+00   3.00239606e-01   2.98722540e-01
3.05000000e+00   2.90848321e-01   2.88889565e-01
3.10000000e+00   2.81619026e-01   2.79305177e-01
3.15000000e+00   2.72487339e-01   2.69968517e-01
3.20000000e+00   2.63416969e-01   2.60878219e-01
3.25000000e+00   2.54404807e-01   2.52032461e-01
3.30000000e+00   2.45479902e-01   2.43429011e-01
3.35000000e+00   2.36696794e-01   2.35065275e-01
3.40000000e+00   2.28124637e-01   2.26938335e-01
3.45000000e+00   2.19834202e-01   2.19044987e-01
3.50000000e+00   2.11885105e-01   2.11381776e-01
3.55000000e+00   2.04315443e-01   2.03945030e-01
3.60000000e+00   1.97135503e-01   1.96730887e-01
3.65000000e+00   1.90326430e-01   1.89735323e-01
3.70000000e+00   1.83843847e-01   1.82954176e-01
3.75000000e+00   1.77625595e-01   1.76383171e-01
3.80000000e+00   1.71602102e-01   1.70017940e-01
3.85000000e+00   1.65707539e-01   1.63854042e-01
3.90000000e+00   1.59889876e-01   1.57886978e-01
3.95000000e+00   1.54118235e-01   1.52112210e-01
4.00000000e+00   1.48386460e-01   1.46525175e-01
4.05000000e+00   1.42712503e-01   1.41121296e-01
4.10000000e+00   1.37133927e-01   1.35895998e-01
4.15000000e+00   1.31700431e-01   1.30844714e-01
4.20000000e+00   1.26464749e-01   1.25962900e-01
4.25000000e+00   1.21473439e-01   1.21246041e-01
4.30000000e+00   1.16759044e-01   1.16689658e-01
4.35000000e+00   1.12334784e-01   1.12289318e-01
4.40000000e+00   1.08192500e-01   1.08040638e-01
4.45000000e+00   1.04304011e-01   1.03939291e-01
4.50000000e+00   1.00625500e-01   9.99810124e-02
4.55000000e+00   9.71041343e-02   9.61616018e-02
4.60000000e+00   9.36857758e-02   9.24769292e-02
4.65000000e+00   9.03225761e-02   8.89229367e-02
4.70000000e+00   8.69793157e-02   8.54956420e-02
4.75000000e+00   8.36376030e-02   8.21911403e-02
4.80000000e+00   8.02974168e-02   7.90056061e-02
4.85000000e+00   7.69759000e-02   7.59352953e-02
4.90000000e+00   7.37037179e-02   7.29765459e-02
4.95000000e+00   7.05196333e-02   7.01257790e-02
5.00000000e+00   6.74641694e-02   6.73794994e-02
5.05000000e+00   6.45733115e-02   6.47342960e-02
5.10000000e+00   6.18731375e-02   6.21868421e-02
