-2.326620e-01 -2.138401e-01
-2.516768e-01 -2.030477e-01
-2.696707e-01 -1.914566e-01
-2.865731e-01 -1.791203e-01
-3.023187e-01 -1.660940e-01
-3.168470e-01 -1.524347e-01
-3.301031e-01 -1.382000e-01
-3.420370e-01 -1.234484e-01
-3.526044e-01 -1.082391e-01
-3.617662e-01 -9.263126e-02
-3.694887e-01 -7.668439e-02
-3.757438e-01 -6.045802e-02
-3.805087e-01 -4.401170e-02
-3.837660e-01 -2.740497e-02
-3.855039e-01 -1.069744e-02
-3.857158e-01 6.051261e-03
-3.844008e-01 2.278135e-02
-3.815632e-01 3.943290e-02
-3.772130e-01 5.594576e-02
-3.713656e-01 7.225956e-02
-3.640418e-01 8.831373e-02
-3.552682e-01 1.040475e-01
-3.450766e-01 1.194001e-01
-3.335047e-01 1.343107e-01
-3.205956e-01 1.487188e-01
-3.063977e-01 1.625645e-01
-2.909650e-01 1.757885e-01
-2.743570e-01 1.883329e-01
-2.566382e-01 2.001412e-01
-2.378782e-01 2.111590e-01
-2.181515e-01 2.213344e-01
-1.975371e-01 2.306185e-01
-1.761184e-01 2.389658e-01
-1.539829e-01 2.463350e-01
-1.312213e-01 2.526890e-01
-1.079279e-01 2.579959e-01
-8.419922e-02 2.622289e-01
-6.013436e-02 2.653669e-01
-3.583386e-02 2.673949e-01
-1.139939e-02 2.683039e-01
1.306681e-02 2.680911e-01
3.746257e-02 2.667599e-01
6.168629e-02 2.643201e-01
8.563753e-02 2.607873e-01
1.092176e-01 2.561828e-01
1.323298e-01 2.505336e-01
1.548805e-01 2.438715e-01
1.767788e-01 2.362331e-01
1.979376e-01 2.276590e-01
2.182735e-01 2.181937e-01
2.377073e-01 2.078845e-01
2.561645e-01 1.967818e-01
2.735749e-01 1.849376e-01
2.898736e-01 1.724062e-01
3.050002e-01 1.592428e-01
3.188997e-01 1.455036e-01
3.315221e-01 1.312455e-01
3.428229e-01 1.165257e-01
3.527625e-01 1.014015e-01
3.613065e-01 8.593019e-02
3.684261e-01 7.016885e-02
3.740973e-01 5.417448e-02
3.783014e-01 3.800385e-02
3.810250e-01 2.171352e-02
3.822597e-01 5.359945e-03
3.820023e-01 -1.100050e-02
3.802549e-01 -2.731147e-02
3.770243e-01 -4.351652e-02
3.723230e-01 -5.955914e-02
3.661683e-01 -7.538266e-02
3.585827e-01 -9.093028e-02
3.495940e-01 -1.061451e-01
3.392352e-01 -1.209701e-01
3.275444e-01 -1.353487e-01
3.145648e-01 -1.492241e-01
3.003450e-01 -1.625404e-01
2.849385e-01 -1.752425e-01
2.684036e-01 -1.872761e-01
2.508039e-01 -1.985889e-01
2.322073e-01 -2.091301e-01
2.126865e-01 -2.188515e-01
1.923183e-01 -2.277076e-01
1.711835e-01 -2.356564e-01
1.493667e-01 -2.426593e-01
1.269557e-01 -2.486822e-01
1.040413e-01 -2.536956e-01
8.071672e-02 -2.576747e-01
5.707718e-02 -2.606002e-01
3.321943e-02 -2.624584e-01
9.241242e-03 -2.632410e-01
-1.475916e-02 -2.629457e-01
-3.868361e-02 -2.615760e-01
-6.243448e-02 -2.591410e-01
-8.591527e-02 -2.556557e-01
-1.090311e-01 -2.511400e-01
-1.316890e-01 -2.456191e-01
-1.537988e-01 -2.391230e-01
-1.752730e-01 -2.316860e-01
-1.960276e-01 -2.233459e-01
-2.159819e-01 -2.141445e-01
-2.350596e-01 -2.041262e-01
-2.531882e-01 -1.933381e-01
-2.702998e-01 -1.818292e-01
-2.863309e-01 -1.696502e-01
-3.012228e-01 -1.568532e-01
-3.149215e-01 -1.434912e-01
-3.273780e-01 -1.296178e-01
-3.385480e-01 -1.152869e-01
-3.483924e-01 -1.005528e-01
-3.568768e-01 -8.546989e-02
-3.639719e-01 -7.009240e-02
-3.696533e-01 -5.447461e-02
-3.739016e-01 -3.867072e-02
-3.767023e-01 -2.273490e-02
-3.780458e-01 -6.721312e-03
-3.779275e-01 9.315782e-03
-3.763477e-01 2.532199e-02
-3.733117e-01 4.124272e-02
-3.688299e-01 5.702311e-02
-3.629175e-01 7.260800e-02
-3.555948e-01 8.794194e-02
-3.468874e-01 1.029692e-01
-3.368257e-01 1.176340e-01
-3.254454e-01 1.318802e-01
-3.127871e-01 1.456520e-01
-2.988967e-01 1.588940e-01
-2.838249e-01 1.715511e-01
-2.676276e-01 1.835694e-01
-2.503655e-01 1.948962e-01
-2.321040e-01 2.054804e-01
-2.129129e-01 2.152733e-01
-1.928667e-01 2.242285e-01
-1.720436e-01 2.323029e-01
-1.505260e-01 2.394566e-01
-1.283993e-01 2.456541e-01
-1.057522e-01 2.508639e-01
-8.267612e-02 2.550595e-01
-5.926451e-02 2.582194e-01
-3.561259e-02 2.603275e-01
-1.181682e-02 2.613732e-01
1.202568e-02 2.613518e-01
3.581757e-02 2.602640e-01
5.946188e-02 2.581165e-01
8.286246e-02 2.549213e-01
1.059246e-01 2.506961e-01
1.285552e-01 2.454635e-01
1.506638e-01 2.392508e-01
1.721623e-01 2.320901e-01
1.929659e-01 2.240171e-01
2.129933e-01 2.150714e-01
2.321666e-01 2.052956e-01
2.504124e-01 1.947351e-01
2.676611e-01 1.834374e-01
2.838478e-01 1.714521e-01
