# omega0=1, alpha=0.25
# theta0=0.5, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
1.331415173945161e+01 8.533683638451128e-02 -5.173257704457628e-02
1.340534455958484e+01 8.032752132494497e-02 -5.802965488214814e-02
1.349653737971807e+01 7.477182793801454e-02 -6.370953444443947e-02
1.358773019985130e+01 6.872758251411895e-02 -6.873938564910002e-02
1.367892301998453e+01 6.225533135347361e-02 -7.309240509484122e-02
1.377011584011776e+01 5.541778632129329e-02 -7.674791409105781e-02
1.386130866025099e+01 4.827926378383485e-02 -7.969140569341902e-02
1.395250148038422e+01 4.090512159720725e-02 -8.191454034533124e-02
1.404369430051745e+01 3.336119883593187e-02 -8.341509020696640e-02
1.413488712065068e+01 2.571326291628398e-02 -8.419683280020916e-02
1.422607994078391e+01 1.802646868542446e-02 -8.426939518952199e-02
1.431727276091714e+01 1.036483390818635e-02 -8.364805053188855e-02
1.440846558105037e+01 2.790735388298669e-03 -8.235346943836500e-02
1.449965840118360e+01 -4.635570288684094e-03 -8.041142917004253e-02
1.459085122131683e+01 -1.185639770367648e-02 -7.785248421884586e-02
1.468204404145006e+01 -1.881705190163703e-02 -7.471160227828245e-02
1.477323686158329e+01 -2.546621307912667e-02 -7.102776997523182e-02
1.486442968171652e+01 -3.175628411411011e-02 -6.684357300065522e-02
1.495562250184975e+01 -3.764369882142051e-02 -6.220475543995010e-02
1.504681532198298e+01 -4.308918925859221e-02 -5.715976316346428e-02
1.513800814211621e+01 -4.805801084901843e-02 -5.175927610052671e-02
1.522920096224944e+01 -5.252012452421947e-02 -4.605573409677295e-02
1.532039378238267e+01 -5.645033550714354e-02 -4.010286085844800e-02
1.541158660251590e+01 -5.982838875797692e-02 -3.395519023484980e-02
1.550277942264913e+01 -6.263902147853906e-02 -2.766759879814768e-02
1.559397224278236e+01 -6.487197341815874e-02 -2.129484836520671e-02
1.568516506291559e+01 -6.652195604161573e-02 -1.489114178413581e-02
1.577635788304882e+01 -6.758858190823896e-02 -8.509694992159778e-03
1.586755070318205e+01 -6.807625587159577e-02 -2.202328051287592e-03
1.595874352331528e+01 -6.799402994318451e-02 3.980922408986372e-03
1.604993634344851e+01 -6.735542387342808e-02 9.992167163564407e-03
1.614112916358174e+01 -6.617821369149833e-02 1.578600282406862e-02
1.623232198371497e+01 -6.448419061440690e-02 2.131982297776859e-02
1.632351480384820e+01 -6.229889288734303e-02 2.655410046067404e-02
1.641470762398143e+01 -5.965131325285605e-02 3.145263936154737e-02
1.650590044411466e+01 -5.657358486693462e-02 3.598279551821873e-02
1.659709326424789e+01 -5.310064858538678e-02 4.011566443544927e-02
1.668828608438112e+01 -4.926990463354331e-02 4.382623573192966e-02
1.677947890451435e+01 -4.512085174494838e-02 4.709351341886701e-02
1.687067172464758e+01 -4.069471690864566e-02 4.990060152834313e-02
1.696186454478081e+01 -3.603407889789472e-02 5.223475484849541e-02
1.705305736491404e+01 -3.118248876353003e-02 5.408739478460829e-02
1.714425018504727e+01 -2.618409046067684e-02 5.545409064818550e-02
1.723544300518050e+01 -2.108324473643571e-02 5.633450697569244e-02
1.732663582531373e+01 -1.592415933718826e-02 5.673231778882521e-02
1.741782864544696e+01 -1.075052849673083e-02 5.665508902144910e-02
1.750902146558019e+01 -5.605184540596363e-03 5.611413064648888e-02
1.760021428571342e+01 -5.297642885385977e-04 5.512432033050862e-02
1.769140710584665e+01 4.435607242145926e-03 5.370390071622268e-02
1.778259992597988e+01 9.252613532642265e-03 5.187425267625567e-02
1.787379274611311e+01 1.388502158161349e-02 4.965964708885993e-02
1.796498556624634e+01 1.829893341133625e-02 4.708697785329614e-02
1.805617838637957e+01 2.246301247895244e-02 4.418547898624227e-02
1.814737120651280e+01 2.634868367387514e-02 4.098642871980405e-02
1.823856402664603e+01 2.993030585066429e-02 3.752284355713739e-02
1.832975684677927e+01 3.318531611628222e-02 3.382916523566119e-02
1.842094966691250e+01 3.609434535792790e-02 2.994094350400745e-02
1.851214248704573e+01 3.864130475939302e-02 2.589451754192670e-02
1.860333530717896e+01 4.081344330730440e-02 2.172669874771285e-02
1.869452812731219e+01 4.260137653144606e-02 1.747445749098498e-02
1.878572094744542e+01 4.399908695383283e-02 1.317461628543657e-02
1.887691376757865e+01 4.500389693807075e-02 8.863551681599149e-03
1.896810658771188e+01 4.561641483296412e-02 4.576907018262518e-03
1.905929940784511e+01 4.584045549186586e-02 3.493180065778381e-04
1.915049222797834e+01 4.568293642174955e-02 -3.785847044291565e-03
1.924168504811157e+01 4.515375097344537e-02 -7.796730715148061e-03
