# m=1, k=39.4784, p=2
# x0=2, v0=5
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
2.7000  -1.457394095862781e+00  1.193404089087525e+01  7.121066599254131e+01  4.192603114770889e+01
2.7100  -1.334996605445671e+00  1.253567482127892e+01  7.857157161242313e+01  3.517953250215985e+01
2.7200  -1.206881218898423e+00  1.307713597531766e+01  8.550574265847365e+01  2.875138690979737e+01
2.7300  -1.073663525346073e+00  1.355571899857911e+01  9.187875878421933e+01  2.275443938214855e+01
2.7400  -9.359841304222899e-01  1.396912876183020e+01  9.756827918229585e+01  1.729285547028094e+01
2.7500  -7.945044761452388e-01  1.431549526370661e+01  1.024667023226032e+02  1.246012610439054e+01
2.7600  -6.499025321330584e-01  1.459338444048657e+01  1.064834347139177e+02  8.337314786292513e+00
2.7700  -5.028683995910052e-01  1.480180479095865e+01  1.095467125348233e+02  4.991584547607920e+00
2.7800  -3.540998701630377e-01  1.494020977635516e+01  1.116049340807491e+02  2.475034608598600e+00
2.7900  -2.042979818792887e-01  1.500849600764153e+01  1.126274762056958e+02  8.238684922450864e-01
2.8000  -5.416261404757810e-02  1.500699728441028e+01  1.126049837471487e+02  5.790672108258087e-02
2.8100  9.561183796096161e-02  1.493647460051066e+01  1.115491367458501e+02  1.804484162076702e-01
2.8200  2.443406684807114e-01  1.479810228065645e+01  1.094919155543848e+02  1.178477394901926e+00
2.8300  3.913529102014736e-01  1.459345045892215e+01  1.064843981485076e+02  3.023199982815140e+00
2.8400  5.359951903559619e-01  1.432446415362700e+01  1.025951366442725e+02  5.670893958342534e+00
2.8500  6.776353618492506e-01  1.399343923302473e+01  9.790817078417783e+01  9.064041044950624e+00
2.8600  8.156658798610090e-01  1.360299560192735e+01  9.252074467302742e+01  1.313270934374338e+01
2.8700  9.495068979118328e-01  1.315604797041441e+01  8.654079909992252e+01  1.779614719789805e+01
2.8800  1.078609061130524e+00  1.265577459170466e+01  8.008431525801866e+01  2.296454630572905e+01
2.8900  1.202455978437049e+00  1.210558437675743e+01  7.327258655139684e+01  2.854092950952897e+01
2.9000  1.320566359510367e+00  1.150908280796472e+01  6.622949354029454e+01  3.442311759851501e+01
2.9100  1.432495806683499e+00  1.087003708321452e+01  5.907885309522943e+01  4.050572964898422e+01
2.9200  1.537838256240718e+00  1.019234092455468e+01  5.194190676117607e+01  4.668217281601675e+01
2.9300  1.636227067923876e+00  9.479979482654889e+00  4.493500549577882e+01  5.284657998582758e+01
2.9400  1.727335765727014e+00  8.736994759326835e+00  3.816753871225229e+01  5.889565716271346e+01
2.9500  1.810878437212280e+00  7.967451955677118e+00  3.174014533301156e+01  6.473040674171749e+01
2.9600  1.886609802559449e+00  7.175407133274502e+00  2.574323376412331e+01  7.025769773234519e+01
2.9700  1.954324968312381e+00  6.364876550329497e+00  2.025582675046716e+01  7.539165936417727e+01
2.9800  2.013858884258666e+00  5.539808004701394e+00  1.534473636447682e+01  8.005488013294162e+01
2.9900  2.065085525027617e+00  4.704054481023459e+00  1.106406428021844e+01  8.417940004989447e+01
3.0000  2.107916820775927e+00  3.861350360890172e+00  7.455013304773332e+00  8.770748946232050e+01
3.0100  2.142301363714188e+00  3.015290413453096e+00  4.545988138731071e+00  9.059221315795870e+01
3.0200  2.168222919181741e+00  2.169311739541251e+00  2.352956711655744e+00  9.279778341042915e+01
3.0300  2.185698771478758e+00  1.326678796210651e+00  8.800383141574710e-01  9.429971004893655e+01
3.0400  2.194777935696796e+00  4.904715811151529e-01  1.202811859407990e-01  9.508475945219122e+01
3.0500  2.195539267342534e+00  -3.364229920267917e-01  5.659021478212938e-02  9.515073750932287e+01
3.0600  2.188089501621743e+00  -1.151316543615080e+00  6.627648918008873e-01  9.450611402266921e+01
3.0700  2.172561253845985e+00  -1.951721567969877e+00  1.904608539439398e+00  9.316950773837080e+01
3.0800  2.149111011554595e+00  -2.735350772463607e+00  3.741071924208625e+00  9.116905219522660e+01
3.0900  2.117917147627397e+00  -3.500113569292175e+00  6.125397498971606e+00  8.854166291716794e+01
3.1000  2.079177981923776e+00  -4.244109914020155e+00  9.006234481142085e+00  8.533222619618586e+01
3.1100  2.033109916852053e+00  -4.965621722500965e+00  1.232869954548673e+01  8.159272889257750e+01
3.1200  1.979945669785762e+00  -5.663102131344071e+00  1.603536287501688e+01  7.738134740197236e+01
3.1300  1.919932622441910e+00  -6.335162896299028e+00  2.006714446132194e+01  7.276151229596152e+01
3.1400  1.853331304266399e+00  -6.980560247337929e+00  2.436411068335729e+01  6.780096323190840e+01
3.1500  1.780414023583155e+00  -7.598179538501926e+00  2.886616614965467e+01  6.257080664515660e+01
3.1600  1.701463656808812e+00  -8.187019044467860e+00  3.351364041723971e+01  5.714458657846804e+01
3.1700  1.616772602468978e+00  -8.746173264101762e+00  3.824777338284423e+01  5.159737685895042e+01
3.1800  1.526641903131574e+00  -9.274816093892889e+00  4.301110678776728e+01  4.600490078411047e+01
3.1900  1.431380534754405e+00  -9.772184231085122e+00  4.774779232313436e+01  4.044268259846267e+01
3.2000  1.331304859384923e+00  -1.023756115760555e+01  5.240382922785692e+01  3.498523339163425e+01
3.2100  1.226738233705678e+00  -1.067026204167979e+01  5.692724601905623e+01  2.970527267718373e+01
3.2200  1.118010762643170e+00  -1.106961987454751e+01  6.126824208348863e+01  2.467298585453286e+01
3.2300  1.005459184201900e+00  -1.143497313525450e+01  6.537930530199611e+01  1.995531703744366e+01
3.2400  8.894268688970665e-01  -1.176565524747743e+01  6.921532170124657e+01  1.561529636109543e+01
3.2500  7.702639146823818e-01  -1.206098605917931e+01  7.273369235985881e+01  1.171140085287970e+01
3.2600  6.483273161426304e-01  -1.232026553910370e+01  7.589447147701311e+01  8.296948253989189e+00
3.2700  5.239811849775085e-01  -1.254276984425302e+01  7.866053768295146e+01  5.419523782501661e+00
3.2800  3.975969974716921e-01  -1.272774987016651e+01  8.099780837876186e+01  3.120440695926661e+00
3.2900  2.695538437474591e-01  -1.287443235165704e+01  8.287550418869669e+01  1.434236594304221e+00
3.3000  1.402386531454850e-01  -1.298202353635167e+01  8.426646754919432e+01  3.882086475713399e-01
3.3100  1.004637008481553e-02  -1.304971540759490e+01  8.514753610960992e+01  1.992269498890898e-03
3.3200  -1.206199447842795e-01  -1.307669438770824e+01  8.549996805476005e+01  2.871891258420545e-01
3.3300  -2.513491124064829e-01  -1.306215240794635e+01  8.530991276420929e+01  1.247051683299287e+00
3.3400  -3.817219550450369e-01  -1.300530018842607e+01  8.456891649553755e+01  2.876232703276841e+00
3.3500  -5.113115590477008e-01  -1.290538253048427e+01  8.327444912906432e+01  5.160609085236664e+00
3.3600  -6.396836996321430e-01  -1.276169538596813e+01  8.143043456212017e+01  8.077190195872932e+00
3.3700  -7.663974441372573e-01  -1.257360443345670e+01  7.904776422452093e+01  1.159412121464175e+01
3.3800  -8.910059473307398e-01  -1.234056486088836e+01  7.614477054289628e+01  1.567079202274569e+01
3.3900  -1.013057449223761e+00  -1.206214202799855e+01  7.274763515180452e+01  2.025806171097495e+01
3.4000  -1.132096482467371e+00  -1.173803266076477e+01  6.889070537259029e+01  2.529860784372935e+01
3.4100  -1.247665292842780e+00  -1.136808621405139e+01  6.461669208505265e+01  3.072740816884800e+01
3.4200  -1.359305472662199e+00  -1.095232602810691e+01  5.997672271297408e+01  3.647236049929690e+01
3.4300  -1.466559803124299e+00  -1.049096989967579e+01  5.503022471795173e+01  4.245504402578372e+01
3.4400  -1.568974297875394e+00  -9.984449689346446e+00  4.984461779954518e+01  4.859162238142179e+01
3.4500  -1.666100436272043e+00  -9.433429593384531e+00  4.449479694667152e+01  5.479388542369860e+01
3.4600  -1.757497571180213e+00  -8.838822720628693e+00  3.906239354335101e+01  6.097042299876316e+01
3.4700  -1.842735492636729e+00  -8.201805632905318e+00  3.363480781997870e+01  6.702792000160213e+01
3.4800  -1.921397125395011e+00  -7.523830530617087e+00  2.830401292672290e+01  7.287255795408181e+01
3.4900  -1.993081335330669e+00  -6.806634793368328e+00  2.316513860514615e+01  7.841150421743784e+01
3.5000  -2.057405816941602e+00  -6.052247618324547e+00  1.831485061675758e+01  8.355446597480103e+01
3.5100  -2.114010031786061e+00  -5.262993536012626e+00  1.384955048005534e+01  8.821528240861736e+01
3.5200  -2.162558165699674e+00  -4.441492623938210e+00  9.863428364248762e+00  9.231352520599972e+01
3.5300  -2.202742071052697e+00  -3.590657282159703e+00  6.446409858963253e+00  9.577607479820345e+01
3.5400  -2.234284159179595e+00  -2.713685481199261e+00  3.682044445435833e+00  9.853863771632685e+01
3.5500  -2.256940207455874e+00  -1.814050440737835e+00  1.645389500770566e+00  1.005471692476852e+02
3.5600  -2.270502045327035e+00  -8.954867467528673e-01  4.009482568050169e-01  1.017591653100294e+02
3.5700  -2.274800083919247e+00  3.802703558568660e-02  7.230277177175374e-04  1.021447882027451e+02
3.5800  -2.269705654682035e+00  9.822891465508630e-01  4.824459837158114e-01  1.016877926945770e+02
3.5900  -2.255133123823538e+00  1.932898658890033e+00  1.868048612769444e+00  1.003862217819778e+02
3.6000  -2.231041751085818e+00  2.885282545354634e+00  4.162427683264059e+00  9.825284538046334e+01
3.6100  -2.197437263650945e+00  3.834725540405878e+00  7.352559985120575e+00  9.531532013536476e+01
3.6200  -2.154373118641810e+00  4.776402508327564e+00  1.140701046077892e+01  9.161605436253569e+01
3.6300  -2.101951430751863e+00  5.705412992110242e+00  1.627586870527017e+01  8.721176872224430e+01
3.6400  -2.040323544966668e+00  6.616817583735489e+00  2.189113746821558e+01  8.217275042582203e+01
3.6500  -1.969690238083454e+00  7.505675727379499e+00  2.816758406228688e+01  7.658180638111106e+01
3.6600  -1.890301536744313e+00  8.367084543001786e+00  3.500405187486970e+01  7.053292848278190e+01
3.6700  -1.802456143921849e+00  9.196218239146992e+00  4.228521495100990e+01  6.412969201445584e+01
3.6800  -1.706500470177368e+00  9.988367670849467e+00  4.988374436403540e+01  5.748341561021242e+01
3.6900  -1.602827270492927e+00  1.073897959149483e+01  5.766284133327122e+01  5.071111818244311e+01
3.7000  -1.491873892000151e+00  1.144369514648132e+01  6.547907930280006e+01  4.393331442886262e+01
3.7100  -1.374120142430095e+00  1.209838716157178e+01  7.318548595564245e+01  3.727169576892122e+01
3.7200  -1.250085793529176e+00  1.269919578988548e+01  8.063478685492250e+01  3.084674763966099e+01
3.7300  -1.120327737966880e+00  1.324256209841335e+01  8.768272546516690e+01  2.477535684716419e+01
3.7400  -9.854368223437335e-01  1.372525919753310e+01  9.419137001973344e+01  1.916846400568775e+01
3.7500  -8.460343827378267e-01  1.414442054495520e+01  1.000323162762754e+02  1.412881593056092e+01
3.7600  -7.027685127531245e-01  1.449756508847401e+01  1.050896967472702e+02  9.748871159275831e+00
3.7700  -5.563100972052077e-01  1.478261894938648e+01  1.092629115013801e+02  6.108908584110715e+00
3.7800  -4.073486473569677e-01  1.499793338996688e+01  1.124690029849417e+02  3.275384564974920e+00
3.7900  -2.565879759605491e-01  1.514229885338437e+01  1.146446072826028e+02  1.299577976505609e+00
3.8000  -1.047417522407900e-01  1.521495491230780e+01  1.157474264917796e+02  2.165555961366958e-01
3.8100  4.747102165578169e-02  1.521559601250386e+01  1.157571810078617e+02  4.448226552501612e-02
3.8200  1.993305703423397e-01  1.514437294931618e+01  1.146760160139899e+02  7.842915932221671e-01
3.8300  3.501208982399384e-01  1.500189006730637e+01  1.125283527957728e+02  2.419723871704128e+00
3.8400  4.991342933943574e-01  1.478919822582612e+01  1.093601920813892e+02  4.917728630603593e+00
3.8500  6.456757401513125e-01  1.450778362515250e+01  1.052378928571215e+02  8.229220118303902e+00
3.8600  7.890671999800977e-01  1.415955263834624e+01  1.002464654590490e+02  1.229016526854434e+01
3.8700  9.286517214317981e-01  1.374681284249426e+01  9.448743166328255e+01  1.702297562496861e+01
3.8800  1.063797342386397e+00  1.327225048881025e+01  8.807631651886194e+01  2.233816749838060e+01
3.8900  1.193900750353347e+00  1.273890469356716e+01  8.113984639589377e+01  2.813624852086059e+01
3.9000  1.318390669606432e+00  1.215013867044582e+01  7.381293485553141e+01  3.430978390147818e+01
3.9100  1.436730947314464e+00  1.150960835908328e+01  6.623554228973983e+01  4.074559220029836e+01
3.9200  1.548423314528074e+00  1.082122883393388e+01  5.854949673818098e+01  4.732701839405370e+01
3.9300  1.653009801848859e+00  1.008913890162537e+01  5.089536188814515e+01  5.393623143317944e+01
3.9400  1.750074793786198e+00  9.317664313487146e+00  4.340943412941595e+01  6.045649436266570e+01
3.9500  1.839246710142167e+00  8.511280032611005e+00  3.622094389676139e+01  6.677435732906785e+01
3.9600  1.920199307197163e+00  7.674572001523030e+00  2.944952770328061e+01  7.278172731136070e+01
3.9700  1.992652595938138e+00  6.812198857229373e+00  2.320302663521859e+01  7.837777304527714e+01
3.9800  2.056373379017228e+00  5.928854035063591e+00  1.757565508454492e+01  8.347062917973552e+01
3.9900  2.111175412491484e+00  5.029228691510656e+00  1.264657061575699e+01  8.797887000692661e+01
4.0000  2.156919202615888e+00  4.117975859196179e+00  8.478862588461253e+00  9.183272992616641e+01
4.0100  2.193511451985879e+00  3.199676224774103e+00  5.118963971692328e+00  9.497505491009055e+01
4.0200  2.220904173099151e+00  2.278805892863526e+00  2.596478148674766e+00  9.736197641552582e+01
4.0300  2.239093490880242e+00  1.359706466889018e+00  9.244008380499080e-01  9.896330620455417e+01
4.0400  2.248118158840619e+00  4.465577411479267e-01  9.970690808956936e-02  9.976265721390700e+01
4.0500  2.248057816291945e+00  -4.566467417991726e-01  1.042631233979001e-01  9.975730175500158e+01
4.0600  2.239031016356798e+00  -1.346121057653378e+00  9.060209509289244e-01  9.895778379187685e+01
4.0700  2.221193056401470e+00  -2.218305025866571e+00  2.460438593892444e+00  9.738730671015421e+01
4.0800  2.194733643928130e+00  -3.069878976764585e+00  4.712078465990587e+00  9.508092177038661e+01
4.0900  2.159874431893830e+00  -3.897775091716985e+00  7.596325332804675e+00  9.208454528159241e+01
4.1000  2.116866457863998e+00  -4.699185296927706e+00  1.104117122743077e+01  8.845383441725210e+01
4.1100  2.065987521357358e+00  -5.471565740294803e+00  1.496901582518391e+01  8.425295254092903e+01
4.1200  2.007539533204256e+00  -6.212637928673795e+00  1.929843501639811e+01  7.955325495613155e+01
4.1300  1.941845869734229e+00  -6.920386649093652e+00  2.394587568647684e+01  7.443192521545400e+01
4.1400  1.869248763151566e+00  -7.593054841360022e+00  2.882724091195044e+01  6.897059060971388e+01
4.1500  1.790106757575858e+00  -8.229135630414728e+00  3.385933661188060e+01  6.325394331812237e+01
4.1600  1.704792257950660e+00  -8.827361764226969e+00  3.896115785826814e+01  5.736839105685468e+01
4.1700  1.613689196395292e+00  -9.386692736345317e+00  4.405500026327897e+01  5.140075804394346e+01
4.1800  1.517190837635356e+00  -9.906299901076537e+00  4.906738886503450e+01  4.543705383328788e+01
4.1900  1.415697741944081e+00  -1.038554991318051e+01  5.392982349958186e+01  3.956132418705972e+01
4.2000  1.309615900609751e+00  -1.082398684265517e+01  5.857934558498612e+01  3.385459477426050e+01
4.2100  1.199355055368144e+00  -1.122131332838441e+01  6.295893640688884e+01  2.839391521352216e+01
4.2200  1.085327209558637e+00  -1.157737114196842e+01  6.701776127944152e+01  2.325150791697087e+01
4.2300  9.679453350356300e-01  -1.189212153486599e+01  7.071127730001173e+01  1.849402342010817e+01
4.2400  8.476222751504957e-01  -1.216562573805297e+01  7.400122479918842e+01  1.418190146430717e+01
4.2500  7.247698404704703e-01  -1.239802597382304e+01  7.685552402379533e+01  1.036883508013213e+01
4.2600  5.997980903754573e-01  -1.258952732429535e+01  7.924809912458957e+01  7.101333330016841e+00
4.2700  4.731147903253374e-01  -1.274038078089309e+01  8.115865122107502e+01  4.418377219412108e+00
4.2800  3.451250314698651e-01  -1.285086777384287e+01  8.257240127039660e+01  2.351162571640228e+00
4.2900  2.162309964278187e-01  -1.292128645101106e+01  8.347982177454104e+01  9.229233638093838e-01
4.3000  8.683185253469497e-02  -1.295193994160159e+01  8.387637412542733e+01  1.488291064822592e-01
4.3100  -4.267624831307479e-02  -1.294312680290944e+01  8.376226571809639e+01  3.595027425870282e-02
4.3200  -1.719000858720886e-01  -1.289513380802775e+01  8.314223796347012e+01  5.832865045702824e-01
4.3300  -3.004492278462531e-01  -1.280823118975785e+01  8.202539310514287e+01  1.781853217034267e+00
4.3400  -4.279358512153887e-01  -1.268267041162002e+01  8.042506438489100e+01  3.614823399653170e+00
4.3500  -5.539745540348188e-01  -1.251868449148184e+01  7.835873069863399e+01  6.057722491702932e+00
4.3600  -6.781821831691502e-01  -1.231649085759854e+01  7.584797352265423e+01  9.078675495770449e+00
4.3700  -8.001777029939684e-01  -1.207629667148979e+01  7.291847064891770e+01  1.263870660313045e+01
4.3800  -9.195821292206096e-01  -1.179830650774667e+01  6.960001822536871e+01  1.669209264998276e+01
4.3900  -1.036018550685318e+00  -1.148273223824473e+01  6.592656982761244e+01  2.118677257369913e+01
4.4000  -1.149112260215342e+00  -1.112980492798062e+01  6.193627886745080e+01  2.606481565076090e+01
4.4100  -1.258491013567532e+00  -1.073978851246387e+01  5.767152864622547e+01  3.126295162166726e+01
4.4200  -1.363785432962449e+00  -1.031299499285175e+01  5.317893286129266e+01  3.671316580205047e+01
4.4300  -1.464629568946831e+00  -9.849800855329608e+00  4.850928844482594e+01  4.234336191345120e+01
4.4400  -1.560661631252544e+00  -9.350664396071775e+00  4.371746232398216e+01  4.807809462356282e+01
4.4500  -1.651524896027940e+00  -8.816143612858985e+00  3.886219410127714e+01  5.383937265929015e+01
4.4600  -1.736868793348700e+00  -8.246914309398102e+00  3.400579781327759e+01  5.954753185587568e+01
4.4700  -1.816350175323251e+00  -7.643788048832074e+00  2.921374786773402e+01  6.512217565563930e+01
4.4800  -1.889634761448387e+00  -7.007729589005399e+00  2.455413699631089e+01  7.048317840973290e+01
4.4900  -1.956398754200560e+00  -6.339873433843328e+00  2.009699757857620e+01  7.555174441997252e+01
4.5000  -2.016330614224666e+00  -5.641539142708496e+00  1.591348194935605e+01  8.025151305399442e+01
4.5100  -2.069132980961841e+00  -4.914245052728816e+00  1.207490221913482e+01  8.450969755775844e+01
4.5200  -2.114524721196158e+00  -4.159720087675474e+00  8.651635603905428e+00  8.825824246848538e+01
4.5300  -2.152243084850667e+00  -3.379913350758956e+00  5.711907129319318e+00  9.143498190149326e+01
4.5400  -2.182045944476287e+00  -2.577001227376868e+00  3.320467662950941e+00  9.398477855554502e+01
4.5500  -2.203714092299618e+00  -1.753391756990245e+00  1.537191326740670e+00  9.586062116571382e+01
4.5600  -2.217053566470074e+00  -9.117260704589452e-01  4.156222137772547e-01  9.702465644200726e+01
4.5700  -2.221897976310636e+00  -5.487672980551618e-02  1.505727737073814e-03  9.744913037258297e+01
4.5800  -2.218110794961730e+00  8.140571490775438e-01  3.313445209821292e-01  9.711721323930323e+01
4.5900  -2.205587586840431e+00  1.691758064432457e+00  1.431022674286127e+00  9.602368287359566e+01
4.6000  -2.184258136836806e+00  2.574701613551381e+00  3.314544199412042e+00  9.417544163675178e+01
4.6100  -2.154088448148793e+00  3.459171272400263e+00  5.982932945899626e+00  9.159184438325447e+01
4.6200  -2.115082576122281e+00  4.341276399103958e+00  9.423340386708515e+00  8.830481727508659e+01
4.6300  -2.067284266413191e+00  5.216973342259390e+00  1.360840542692256e+01  8.435875074743485e+01
4.6400  -2.010778367215025e+00  6.082089488017576e+00  1.849590627012695e+01  7.981015413977909e+01
4.6500  -1.945691987183722e+00  6.932350034695037e+00  2.402873850176814e+01  7.472706442819430e+01
4.6600  -1.872195373019707e+00  7.763407241001572e+00  3.013524599481782e+01  6.918820702153275e+01
4.6700  -1.790502483406771e+00  8.570871854432282e+00  3.672992217254973e+01  6.328191258409672e+01
4.6800  -1.700871239124332e+00  9.350346390551000e+00  4.371448881164505e+01  5.710480016286537e+01
4.6900  -1.603603432603980e+00  1.009745990232316e+01  5.097934823951203e+01  5.076024334924431e+01
4.7000  -1.499044283947942e+00  1.080790385181182e+01  5.840539283500441e+01  4.435664259843914e+01
4.7100  -1.387581634416968e+00  1.147746867483871e+01  6.586614359095196e+01  3.800553295879045e+01
4.7200  -1.269644772575028e+00  1.210208061296821e+01  7.323017758139054e+01  3.181956212073920e+01
4.7300  -1.145702892592040e+00  1.267783837665434e+01  8.036379295228481e+01  2.591037867712538e+01
4.7400  -1.016263188595531e+00  1.320104919877693e+01  8.713384997426446e+01  2.038647460219359e+01
4.7500  -8.818685933679573e-01  1.366826383917705e+01  9.341071818867749e+01  1.535102903483681e+01
4.7600  -7.430951740483064e-01  1.407631010819331e+01  9.907125313101253e+01  1.089980234820601e+01
4.7700  -6.005492017549166e-01  1.442232449052276e+01  1.040017218549663e+02  7.119130092312965e+00
4.7800  -4.548639161424230e-01  1.470378146982430e+01  1.081005947561742e+02  4.084065637029650e+00
4.7900  -3.066960097829520e-01  1.491852017910484e+01  1.112811221671791e+02  1.856718191307823e+00
4.8000  -1.567218608663075e-01  1.506476803175967e+01  1.134736179253641e+02  4.848293474363822e-01
4.8100  -5.633545995791571e-03  1.514116102278247e+01  1.146273785589136e+02  6.264601210883955e-04
4.8200  1.458653322304141e-01  1.514676042865422e+01  1.147121757415227e+02  4.199851281207982e-01
4.8300  2.970639656586029e-01  1.508106567723806e+01  1.137192709805839e+02  1.741925953102288e+00
4.8400  4.472487697870600e-01  1.494402320506804e+01  1.116619147768060e+02  3.948462796924019e+00
4.8500  5.957078809045284e-01  1.473603116809769e+01  1.085753072935732e+02  7.004811168105616e+00
4.8600  7.417356792348759e-01  1.445793992260421e+01  1.045160134028163e+02  1.085995638961584e+01
4.8700  8.846372955888674e-01  1.411104824483346e+01  9.956084128400869e+01  1.544757209922244e+01
4.8800  1.023733058971829e+00  1.369709531040891e+01  9.380520997121288e+01  2.068727068430912e+01
4.8900  1.158362843067998e+00  1.321824850679505e+01  8.736104679369473e+01  2.648615872742119e+01
4.9000  1.287890270513198e+00  1.267708720348454e+01  8.035426998237578e+01  3.274066269769624e+01
4.9100  1.411706735364708e+00  1.207658265436464e+01  7.292192430385050e+01  3.933858320702299e+01
4.9200  1.529235206161462e+00  1.142007425422728e+01  6.520904798603235e+01  4.616133036934844e+01
4.9300  1.639933774413011e+00  1.071124241596936e+01  5.736535704683061e+01  5.308628833145067e+01
4.9400  1.743298916229487e+00  9.954078376073552e+00  4.954183815850754e+01  5.998925401532711e+01
4.9500  1.838868438069137e+00  9.152851272905062e+00  4.188734321195991e+01  6.674689361038753e+01
4.9600  1.926224081191057e+00  8.312072874704763e+00  3.454527773720135e+01  7.323916041205702e+01
4.9700  2.004993763310472e+00  7.436460361463482e+00  2.765047135380879e+01  7.935161920540577e+01
4.9800  2.074853440109867e+00  6.530897586761534e+00  2.132631164438381e+01  8.497762547134060e+01
4.9900  2.135528573606004e+00  5.600395261858809e+00  1.568221354452530e+01  9.002031213504426e+01
5.0000  2.186795198852122e+00  4.650050514614496e+00  1.081148489423327e+01  9.439434222567586e+01
5.0100  2.228480585006813e+00  3.685006280073690e+00  6.789635642091266e+00  9.802739248058241e+01
5.0200  2.260463491365354e+00  2.710410977738372e+00  3.673163834122338e+00  1.008613403852997e+02
5.0300  2.282674023465205e+00  1.731378922685447e+00  1.498836486959710e+00  1.028531351508124e+02
5.0400  2.295093098784999e+00  7.529519039322986e-01  2.834682848176367e-01  1.039753414386582e+02
5.0500  2.297751535797754e+00  -2.199376560086113e-01  2.418628626528112e-02  1.042163529967842e+02
5.0600  2.290728784158448e+00  -1.182501571309889e+00  6.991549830751776e-01  1.035802815153723e+02
5.0700  2.274151317551371e+00  -2.130128433573560e+00  2.268723571759274e+00  1.020865337179021e+02
5.0800  2.248190714145466e+00  -3.058413498478776e+00  4.676946563838593e+00  9.976909675693716e+01
5.0900  2.213061452662622e+00  -3.963185632285418e+00  7.853420177976782e+00  9.667555820409271e+01
5.1000  2.169018454716225e+00  -4.840531074306171e+00  1.171537054066183e+01  9.286589216144323e+01
5.1100  2.116354406292888e+00  -5.686813816560415e+00  1.616992569211121e+01  8.841104716750974e+01
5.1200  2.055396893002737e+00  -6.498692449218814e+00  2.111650177476681e+01  8.339137455555741e+01
5.1300  1.986505384993613e+00  -7.273133369461190e+00  2.644923450498494e+01  7.789493771684828e+01
5.1400  1.910068108199041e+00  -8.007420301304235e+00  3.205938994086960e+01  7.201574333828785e+01
5.1500  1.826498838863471e+00  -8.699160124101070e+00  3.783769343237507e+01  6.585193517174024e+01
5.1600  1.736233658062299e+00  -9.346285057061968e+00  4.367652218392991e+01  5.950398933414669e+01
5.1700  1.639727702217157e+00  -9.947051295593944e+00  4.947191473858858e+01  5.307294764556744e+01
5.1800  1.537451944414306e+00  -1.050003424182569e+01  5.512535953975603e+01  4.665872222194643e+01
5.1900  1.429890039687731e+00  -1.100412051572074e+01  6.054533416225306e+01  4.035850060369481e+01
5.2000  1.317535265357215e+00  -1.145849697407242e+01  6.564857645241335e+01  3.426527628393295e+01
5.2100  1.200887585049493e+00  -1.186263700185224e+01  7.036107831885695e+01  2.846652476972050e+01
5.2200  1.080450862217420e+00  -1.221628437333696e+01  7.461880194511846e+01  2.304304043243667e+01
5.2300  9.567302458523341e-01  -1.251943500871981e+01  7.836812646877959e+01  1.806794453881981e+01
5.2400  8.302297477072993e-01  -1.277231697513785e+01  8.156604045669721e+01  1.360587014875939e+01
5.2500  7.014500267656392e-01  -1.297536909891367e+01  8.418010162652182e+01  9.712325149820234e+00
5.2600  5.708863929551157e-01  -1.312921856808781e+01  8.618819010431092e+01  6.433230681784464e+00
5.2700  4.390270382797714e-01  -1.323465791086261e+01  8.757808500877910e+01  3.804628675106952e+00
5.2800  3.063514996766939e-01  -1.329262173632512e+01  8.834689631251146e+01  1.852549249433422e+00
5.2900  1.733293540616341e-01  -1.330416361878948e+01  8.850038479776076e+01  5.930263326862600e-01
5.3000  4.041914226283831e-02  -1.327043349640131e+01  8.805220259120490e+01  3.224808480387523e-02
5.3100  -9.193248508754892e-02  -1.319265593846828e+01  8.702308535540118e+01  1.668275381425933e-01
5.3200  -2.232914100770439e-01  -1.307210961458807e+01  8.544002488790294e+01  9.841782739174517e-01
5.3300  -3.532364920271651e-01  -1.291010827238044e+01  8.333544780229299e+01  2.462979898460620e+00
5.3400  -4.813598304923589e-01  -1.270798349990793e+01  8.074642231696616e+01  4.573718507465442e+00
5.3500  -6.072668658277421e-01  -1.246706951416634e+01  7.771391113552782e+01  7.279288162167789e+00
5.3600  -7.305763386355970e-01  -1.218869017887725e+01  7.428208413832934e+01  1.053564057163593e+01
5.3700  -8.509201312299510e-01  -1.187414841380413e+01  7.049770027652362e+01  1.429247159781188e+01
5.3800  -9.679430156661509e-01  -1.152471811456621e+01  6.640956381010530e+01  1.849393479026407e+01
5.3900  -1.081302333848978e+00  -1.114163865709772e+01  6.206805598266709e+01  2.307937383192358e+01
5.4000  -1.190667635746167e+00  -1.072611201517278e+01  5.752473948101697e+01  2.798406745459643e+01
5.4100  -1.295720301788575e+00  -1.027930247348017e+01  5.283202967064781e+01  3.313998198823924e+01
5.4200  -1.396153175135178e+00  -9.802338873280419e+00  4.804292369331222e+01  3.847652817244692e+01
5.4300  -1.491670228628680e+00  -9.296319283396947e+00  4.321077610942896e+01  4.392132012258440e+01
5.4400  -1.581986289981086e+00  -8.762317946849965e+00  3.838910790084449e+01  4.940093535666825e+01
5.4500  -1.666826847029462e+00  -8.201394313477728e+00  3.363143434257240e+01  5.484167551349532e+01
5.4600  -1.745927952818402e+00  -7.614603932007573e+00  2.899109652067260e+01  6.017032780021563e+01
5.4700  -1.819036247830814e+00  -7.003010941796436e+00  2.452108112546030e+01  6.531492728317799e+01
