# m=1, k=39.4784, p=2
# x0=2, v0=5
# t_start=0, t_end=15, h=0.001
#   t          x(t)               v(t)               KE(t)              PE(x(t)) 
5.4800  -1.885909113941755e+00  -6.367701875361241e+00  2.027381358673953e+01  7.020551987634700e+01
5.4900  -1.946314971654627e+00  -5.709800458306084e+00  1.630091063683619e+01  7.477492529615596e+01
5.5000  -2.000033728943152e+00  -5.030483073700524e+00  1.265287997739374e+01  7.895949836177722e+01
5.5100  -2.046857386617072e+00  -4.330994543673197e+00  9.378756868663501e+00  8.269988585877917e+01
5.5200  -2.086590801608572e+00  -3.612663872181726e+00  6.525670126683533e+00  8.594177479660256e+01
5.5300  -2.119052605995371e+00  -2.876919589746773e+00  4.138333162934369e+00  8.863662633130620e+01
5.5400  -2.144076275992207e+00  -2.125304343455400e+00  2.258459276155194e+00  9.074238795907033e+01
5.5500  -2.161511341611686e+00  -1.359488383723316e+00  9.241043327393168e-01  9.222417488545145e+01
5.5600  -2.171224724274516e+00  -5.812816130496427e-01  1.689441568347972e-01  9.305490981909688e+01
5.5700  -2.173102186392718e+00  2.073561188875576e-01  2.149828002005546e-02  9.321590890952710e+01
5.5800  -2.167049873909787e+00  1.004306765230362e+00  5.043160393437368e-01  9.269740023151731e+01
5.5900  -2.152995930008561e+00  1.807288139496297e+00  1.633145209581994e+00  9.149896019762835e+01
5.6000  -2.130892155736037e+00  2.613850509835250e+00  3.416107243882998e+00  8.962985263587093e+01
5.6100  -2.100715691185839e+00  3.421375921954377e+00  5.852906599664580e+00  8.710925507487643e+01
5.6200  -2.062470689159356e+00  4.227080402173118e+00  8.934104363218024e+00  8.396635709778653e+01
5.6300  -2.016189951926144e+00  5.028019148828401e+00  1.264048828049254e+01  8.024031650868613e+01
5.6400  -1.961936500847234e+00  5.821094774899435e+00  1.694257218918075e+01  7.598006053589515e+01
5.6500  -1.899805048229376e+00  6.603068617923783e+00  2.180025758650495e+01  7.124392138999187e+01
5.6600  -1.829923340854989e+00  7.370575085716253e+00  2.716268854709058e+01  6.609909819503211e+01
5.6700  -1.752453345185803e+00  8.120138958777192e+00  3.296832835492557e+01  6.062094059014984e+01
5.6800  -1.667592245265132e+00  8.848195523287561e+00  3.914528200916302e+01  5.489205310283010e+01
5.6900  -1.575573225834383e+00  9.551113362928291e+00  4.561188323575368e+01  4.900122364794134e+01
5.7000  -1.476666015117295e+00  1.022521959410693e+01  5.227755787385413e+01  4.304218410830401e+01
5.7100  -1.371177164086997e+00  1.086682728817499e+01  5.904396765551227e+01  3.711221578205162e+01
5.7200  -1.259450041786821e+00  1.147226478648709e+01  6.580642966563586e+01  3.131061739973624e+01
5.7300  -1.141864529390157e+00  1.203790658025594e+01  7.245559741748464e+01  2.573705826576190e+01
5.7400  -1.018836399116674e+00  1.256020539760875e+01  7.887937981505993e+01  2.048984369999568e+01
5.7500  -8.908163678260954e-01  1.303572511550407e+01  8.496506464349180e+01  1.566412417739039e+01
5.7600  -7.582888190363692e-01  1.346117409460815e+01  9.060160400267476e+01  1.135008321863510e+01
5.7700  -6.217701912070922e-01  1.383343852116800e+01  9.568201065946735e+01  7.631142013468567e+00
5.7800  -4.818070343351810e-01  1.414961533158942e+01  1.001058070159752e+02  4.582220814835838e+00
5.7900  -3.389737411698573e-01  1.440704429298272e+01  1.037814626299830e+02  2.268098201621804e+00
5.8000  -1.938699636088274e-01  1.460333881644706e+01  1.066287522939747e+02  7.419092718530516e-01
5.8100  -4.711772902751316e-02  1.473641508930867e+01  1.085809648422021e+02  4.382263035037185e-02
5.8200  1.006417246405542e-01  1.480451912780790e+01  1.095868933028150e+02  1.999336441701963e-01
5.8300  2.487513723690620e-01  1.480625137266055e+01  1.096125398552062e+02  1.221407864201774e+00
5.8400  3.965420576983251e-01  1.474058847623451e+01  1.086424743128488e+02  3.103903801177379e+00
5.8500  5.433363508772944e-01  1.460690196144052e+01  1.066807924555675e+02  5.827298489262751e+00
5.8600  6.884525767539305e-01  1.440497346842044e+01  1.037516303129484e+02  9.355732600049809e+00
5.8700  8.312089770379533e-01  1.413500634524603e+01  9.989920219007271e+01  1.363798445046550e+01
5.8800  9.709279693380081e-01  1.379763338257369e+01  9.518734347995598e+01  1.860817427815586e+01
5.8900  1.106940463606203e+00  1.339392053894227e+01  8.969855370174974e+01  2.418679186169137e+01
5.9000  1.238590195333707e+00  1.292536655251315e+01  8.353255025841288e+01  3.028203218375654e+01
5.9100  1.365238034052011e+00  1.239389838586350e+01  7.680435859955489e+01  3.679141562739040e+01
5.9200  1.486266225419101e+00  1.180186250225449e+01  6.964197926106031e+01  4.360366141436390e+01
5.9300  1.601082525414539e+00  1.115201202389611e+01  6.218368609056169e+01  5.060077588980388e+01
5.9400  1.709124185931685e+00  1.044748987439781e+01  5.457502233782240e+01  5.766031106087554e+01
5.9500  1.809861752331046e+00  9.691808058118975e+00  4.696557171770994e+01  6.465774371751560e+01
5.9600  1.902802635291103e+00  8.888823277814625e+00  3.950558963210957e+01  7.146892167489149e+01
5.9700  1.987494421540138e+00  8.042709138138671e+00  3.234258514034964e+01  7.797252131591907e+01
5.9800  2.063527890746121e+00  7.157925225579788e+00  2.561794676749573e+01  8.405245976830136e+01
5.9900  2.130539708947199e+00  6.239183394669819e+00  1.946370471616180e+01  8.960020576593581e+01
6.0000  2.188214772382337e+00  5.291411625278607e+00  1.399951849406679e+01  9.451693551024536e+01
6.0100  2.236288179384984e+00  4.319715846010177e+00  9.329972495135710e+00  9.871548360331848e+01
6.0200  2.274546812082352e+00  3.329340143727304e+00  5.542252896317074e+00  1.021220442630554e+02
6.0300  2.302830513945244e+00  2.325625798711885e+00  2.704267677817146e+00  1.046775843969002e+02
6.0400  2.321032853701837e+00  1.313969598651621e+00  8.632580530903509e-01  1.063389375114291e+02
6.0500  2.329101470704233e+00  2.997818923452010e-01  4.493459148903484e-02  1.070795556432853e+02
6.0600  2.327038001458723e+00  -7.115551543617664e-01  2.531553688493986e-01  1.068899052610410e+02
6.0700  2.314897591638523e+00  -1.714728642374320e+00  1.470147158489439e+00  1.057775021399304e+02
6.0800  2.292788002430515e+00  -2.704534915345940e+00  3.657254554162636e+00  1.037665892780331e+02
6.0900  2.260868324465847e+00  -3.675917996716755e+00  6.756186559293060e+00  1.008974707326084e+02
6.1000  2.219347316790352e+00  -4.624006078639468e+00  1.069071610764737e+01  9.722552255077248e+01
6.1100  2.168481392289935e+00  -5.544145680965240e+00  1.536877566588276e+01  9.281990951283753e+01
6.1200  2.108572274647020e+00  -6.431933130714023e+00  2.068488189898834e+01  8.776204299201027e+01
6.1300  2.039964355219822e+00  -7.283243049174703e+00  2.652281465667581e+01  8.214382068921137e+01
6.1400  1.963041781164456e+00  -8.094253574448802e+00  3.275847046373860e+01  7.606569319600990e+01
6.1500  1.878225308624121e+00  -8.861468091291863e+00  3.926280836649193e+01  6.963460518599958e+01
6.1600  1.785968956859135e+00  -9.581733286897137e+00  4.590480639061631e+01  6.296186049551191e+01
6.1700  1.686756500762185e+00  -1.025225340014724e+01  5.255434989041532e+01  5.616096043462773e+01
6.1800  1.581097840277369e+00  -1.087060058214392e+01  5.908497850825383e+01  4.934546341965893e+01
6.1900  1.469525285808878e+00  -1.143472133680815e+01  6.537642602522783e+01  4.262691153026167e+01
6.2000  1.352589798762091e+00  -1.194293906130876e+01  7.131689671106724e+01  3.611286599598713e+01
6.2100  1.230857225910205e+00  -1.239395275631588e+01  7.680503246289501e+01  2.990508906653372e+01
6.2200  1.104904565334004e+00  -1.278683202488708e+01  8.175153661633892e+01  2.409790439885464e+01
6.2300  9.753163002587470e-01  -1.312100852550003e+01  8.608043236312217e+01  1.877676220025774e+01
6.2400  8.426808352346685e-01  -1.339626408870280e+01  8.972994576713408e+01  1.401702910574909e+01
6.2500  7.075870668068500e-01  -1.361271574745518e+01  9.265301501050718e+01  9.883016346901600e+00
6.2600  5.706211181325178e-01  -1.377079796792762e+01  9.481743833673967e+01  6.427253388752302e+00
6.2700  4.323632639708816e-01  -1.387124239981127e+01  9.620568285716095e+01  3.690008057770870e+00
6.2800  2.933850691386513e-01  -1.391505549264013e+01  9.681438468162713e+01  1.699048425990243e+00
6.2900  1.542467599436663e-01  -1.390349434687168e+01  9.665357752674640e+01  4.696364984661969e-01
6.3000  1.549484433315186e-02  -1.383804118523008e+01  9.574569192206199e+01  4.739190607092059e-03
6.3100  -1.223400074220492e-01  -1.372037684087795e+01  9.412437032784997e+01  2.954382662733315e-01
6.3200  -2.587448136826705e-01  -1.355235366422522e+01  9.183314492011944e+01  1.321517893908709e+00
6.3300  -3.932258602309177e-01  -1.333596824956603e+01  8.892402457671662e+01  3.052206292815817e+00
6.3400  -5.253100070748912e-01  -1.307333437630115e+01  8.545603585728864e+01  5.447046582225560e+00
6.3500  -6.545457273389980e-01  -1.276665654738301e+01  8.149375969941877e+01  8.456871382199592e+00
6.3600  -7.805038860546468e-01  -1.241820449002183e+01  7.710590137799922e+01  1.202485589384395e+01
6.3700  -9.027782702061566e-01  -1.203028896090405e+01  7.236392624142496e+01  1.608762503275501e+01
6.3800  -1.020985884675106e+00  -1.160523917056163e+01  6.734078810296903e+01  2.057639161392956e+01
6.3900  -1.134767031716163e+00  -1.114538210952365e+01  6.210977118364494e+01  2.541810448672727e+01
6.4000  -1.243785194247265e+00  -1.065302402297599e+01  5.674346041705175e+01  3.053658778581978e+01
6.4100  -1.347726745510514e+00  -1.013043424140036e+01  5.131284895966845e+01  3.585365498642636e+01
6.4200  -1.446300509526922e+00  -9.579831532658082e+00  4.588658609705504e+01  4.129018411868940e+01
6.4300  -1.539237198203631e+00  -9.003373096863017e+00  4.053036356065838e+01  4.676714320071870e+01
6.4400  -1.626288751938780e+00  -8.403146279817907e+00  3.530643370000877e+01  5.220655759448587e+01
6.4500  -1.707227611095588e+00  -7.781163034453566e+00  3.027324908437332e+01  5.753241348572740e+01
6.4600  -1.781845945779392e+00  -7.139357113306738e+00  2.548520999566176e+01  6.267149396315916e+01
6.4700  -1.849954870951999e+00  -6.479583929293836e+00  2.099250394838148e+01  6.755414616236247e+01
6.4800  -1.911383673066602e+00  -5.803622977568723e+00  1.684101983288182e+01  7.211497959917200e+01
6.4900  -1.965979073119974e+00  -5.113182668756568e+00  1.307231850203627e+01  7.629349711486439e+01
6.5000  -2.013604549319712e+00  -4.409907383966337e+00  9.723641567580414e+00  8.003466077446804e+01
6.5100  -2.054139740481980e+00  -3.695386525295770e+00  6.827940785668771e+00  8.328939559810341e+01
6.5200  -2.087479948844286e+00  -2.971165302601217e+00  4.413911627690689e+00  8.601503417506665e+01
6.5300  -2.113535758238330e+00  -2.238756968600985e+00  2.506016382229735e+00  8.817570503559512e+01
6.5400  -2.132232780564389e+00  -1.499656190342361e+00  1.124484344616082e+00  8.974266717140073e+01
6.5500  -2.143511540289637e+00  -7.553532260477324e-01  2.852792480503583e-01  9.069459234850369e+01
6.5600  -2.147327503309866e+00  -7.348562648150925e-03  2.700068649689947e-05  9.101779589839364e+01
6.5700  -2.143651253021556e+00  7.428323388810802e-01  2.758999418437680e-01  9.070641556660091e+01
6.5800  -2.132468812904882e+00  1.493624545824809e+00  1.115457141945184e+00  8.976253680699764e+01
6.5900  -2.113782111374662e+00  2.243409755992912e+00  2.516443666642088e+00  8.819626170455643e+01
6.6000  -2.087609581172230e+00  2.990503343509810e+00  4.471555123771677e+00  8.602571755944284e+01
6.6100  -2.053986882202358e+00  3.733142677428034e+00  6.968177125017275e+00  8.327700014148834e+01
6.6200  -2.012967733519838e+00  4.469477022899953e+00  9.988112429115315e+00  7.998404579432533e+01
6.6300  -1.964624837191936e+00  5.197559310062421e+00  1.350731139080828e+01  7.618842599660699e+01
6.6400  -1.909050874053745e+00  5.915340026556175e+00  1.749562381488880e+01  7.193905773130936e+01
6.6500  -1.846359548978279e+00  6.620663456145365e+00  2.191659229976935e+01  6.729182312234222e+01
6.6600  -1.776686661241494e+00  7.311266448715120e+00  2.672730854205370e+01  6.230909230938818e+01
6.6700  -1.700191173909110e+00  7.984779866555076e+00  3.187835475867165e+01  5.705914447352665e+01
6.6800  -1.617056254935908e+00  8.638732808880610e+00  3.731385227161513e+01  5.161548331013974e+01
6.6900  -1.527490261871835e+00  9.270559671636505e+00  4.297163831268657e+01  4.605604506851282e+01
6.7000  -1.431727641728985e+00  9.877610053435420e+00  4.878359018386424e+01  4.046229951925471e+01
6.7100  -1.330029717688748e+00  1.045716147169147e+01  5.467611302251430e+01  3.491824683335085e+01
6.7200  -1.222685334921655e+00  1.100643480631373e+01  6.057080357281717e+01  2.950931630466662e+01
6.7300  -1.110011338849281e+00  1.152261234242162e+01  6.638529759686357e+01  2.432117604791030e+01
6.7400  -9.923528606865607e-01  1.200285823912113e+01  7.203430295421902e+01  1.943846616693708e+01
6.7500  -8.700833870459384e-01  1.244434120910315e+01  7.743081406429141e+01  1.494347130972512e+01
6.7600  -7.436045927371993e-01  1.284425915433179e+01  8.248749661181796e+01  1.091475189022176e+01
6.7700  -6.133459186277735e-01  1.319986546697804e+01  8.711822417315970e+01  7.425756438560837e+00
6.7800  -4.797638795011352e-01  1.350849667257471e+01  9.123974117648098e+01  4.543440409983528e+00
6.7900  -3.433410902238000e-01  1.376760106461682e+01  9.477341953721914e+01  2.326919208764736e+00
6.8000  -2.045850021578541e-01  1.397476795694050e+01  9.764706972516551e+01  8.261850405474290e-01
6.8100  -6.402634558543825e-02  1.412775716254554e+01  9.979676122192834e+01  8.091837820404255e-02
6.8200  7.778272210957256e-02  1.422452829537186e+01  1.011686026129174e+02  1.194252108252492e-01
6.8300  2.202707586855552e-01  1.426326948510741e+01  1.017204282023981e+02  9.577307604929318e-01
6.8400  3.628494617886084e-01  1.424242509452218e+01  1.014233362865376e+02  2.598858939213336e+00
6.8500  5.049163641919265e-01  1.416072203413569e+01  1.002630242640280e+02  5.032324449124684e+00
6.8600  6.458577835205551e-01  1.401719428019008e+01  9.824086774429681e+01  8.233861104634443e+00
6.8700  7.850520065925015e-01  1.381120521879567e+01  9.537469479784434e+01  1.216540571082284e+01
6.8800  9.218726848434229e-01  1.354246746153031e+01  9.169921247330366e+01  1.677535173810001e+01
6.8900  1.055692413888950e+00  1.321105980542289e+01  8.726605059123014e+01  2.199908119267139e+01
6.9000  1.185886467166713e+00  1.281744104276918e+01  8.214339744243195e+01  2.775977663216924e+01
6.9100  1.311836650835891e+00  1.236246036318390e+01  7.641521311564652e+01  3.396950838140879e+01
6.9200  1.432935244737549e+00  1.184736413118466e+01  7.018001842844039e+01  4.053058485497343e+01
6.9300  1.548588992270798e+00  1.127379886687801e+01  6.354927044540990e+01  4.733714670068677e+01
6.9400  1.658223100548682e+00  1.064381030436754e+01  5.664534889768032e+01  5.427697846285922e+01
6.9500  1.761285211188333e+00  9.959838451682879e+00  4.959919099181040e+01  6.123350485326318e+01
6.9600  1.857249301580111e+00  9.224708626657311e+00  4.254762462336290e+01  6.808793273469939e+01
6.9700  1.945619476481330e+00  8.441618494560140e+00  3.563046140384991e+01  7.472149477894006e+01
6.9800  2.025933610295524e+00  7.614121184703571e+00  2.898742070767586e+01  8.101774665036584e+01
6.9900  2.097766801424973e+00  6.746104613978368e+00  2.275496373137011e+01  8.686486665404350e+01
7.0000  2.160734601611923e+00  5.841767194619915e+00  1.706312197806871e+01  9.215790520339235e+01
7.0100  2.214495985195313e+00  4.905590150777456e+00  1.203240736370239e+01  9.680093129897055e+01
7.0200  2.258756025680771e+00  3.942306712993101e+00  7.770891109655236e+00  1.007090245127633e+02
7.0300  2.293268249921631e+00  2.956868500869846e+00  4.371535665718144e+00  1.038100637407295e+02
7.0400  2.317836643501161e+00  1.954409441441926e+00  1.909858132398671e+00  1.060462681707530e+02
7.0500  2.332317284549153e+00  9.402076035333629e-01  4.419951688709746e-01  1.073754514161383e+02
7.0600  2.336619587172368e+00  -8.035464375917793e-02  3.228434386832197e-03  1.077719564435912e+02
7.0700  2.330707139876980e+00  -1.101831717787253e+00  6.070165671610048e-01  1.072272465953240e+02
7.0800  2.314598128757182e+00  -2.118756706699940e+00  2.244564991092988e+00  1.057501364484186e+02
7.0900  2.288365339760004e+00  -3.125683592814426e+00  4.884948961194651e+00  1.033666552238492e+02
7.1000  2.252135738952549e+00  -4.117229351397438e+00  8.475788766004285e+00  1.001195446861701e+02
7.1100  2.206089634353572e+00  -5.088115462344690e+00  1.294445947907556e+01  9.606740268613751e+01
7.1200  2.150459427485552e+00  -6.033208379431064e+00  1.819980167481861e+01  9.128349241528434e+01
7.1300  2.085527967295753e+00  -6.947558514979330e+00  2.413428465953090e+01  8.585424579574918e+01
7.1400  2.011626523426111e+00  -7.826437316777457e+00  3.062656053672336e+01  7.987749697113689e+01
7.1500  1.929132399925334e+00  -8.665372038600431e+00  3.754433628367909e+01  7.346048837286982e+01
7.1600  1.838466214338610e+00  -9.460177835420593e+00  4.474748233889153e+01  6.671769712433954e+01
7.1700  1.740088870630639e+00  -1.020698684890697e+01  5.209129026687996e+01  5.976853346642865e+01
7.1800  1.634498257551033e+00  -1.090227398763797e+01  5.942978905076381e+01  5.273496534284507e+01
7.1900  1.522225706796727e+00  -1.154287914904255e+01  6.661902952470065e+01  4.573912422129561e+01
7.2000  1.403832247629572e+00  -1.212602567584931e+01  7.352024934567831e+01  3.890094664589383e+01
7.2100  1.279904696439708e+00  -1.264933488812413e+01  8.000283655595710e+01  3.233590396557323e+01
7.2200  1.151051621085035e+00  -1.311083658214356e+01  8.594701794183692e+01  2.615286925741875e+01
7.2300  1.017899220668570e+00  -1.350897543868592e+01  9.124620870150973e+01  2.045216579970417e+01
7.2400  8.810871617308194e-01  -1.384261333511368e+01  9.580897197273347e+01  1.532383572042051e+01
7.2500  7.412644116323641e-01  -1.411102760715144e+01  9.956055006489508e+01  1.084616085600235e+01
7.2600  5.990851091889455e-01  -1.431390535682211e+01  1.024439432820304e+02  7.084460626098738e+00
7.2700  4.552045114105656e-01  -1.445133395189239e+01  1.044205264945589e+02  4.090184100888200e+00
7.2800  3.102750535076632e-01  -1.452378790872678e+01  1.054702076088390e+02  1.900305649192118e+00
7.2900  1.649425571878443e-01  -1.453211239401843e+01  1.055911453161920e+02  5.370258458034248e-01
7.3000  1.984261970875979e-02  -1.447750362086380e+01  1.047990555460622e+02  7.771909935365972e-03
7.3100  -1.244027867850083e-01  -1.436148645053316e+01  1.031261465344237e+02  3.054850487042565e-01
7.3200  -2.671884793871832e-01  -1.418588954258079e+01  1.006197310571515e+02  1.409175869268162e+00
7.3300  -4.079289693254610e-01  -1.395281842222101e+01  9.734057096173504e+01  3.284723648755302e+00
7.3400  -5.460610887344147e-01  -1.366462685482681e+01  9.336101354082705e+01  5.885890825799957e+00
7.3500  -6.810463243923500e-01  -1.332388693272182e+01  8.876298149797761e+01  9.155520677800647e+00
7.3600  -8.123728476129809e-01  -1.293335828894833e+01  8.363587831515420e+01  1.302688381273625e+01
7.3700  -9.395572336526119e-01  -1.249595685630335e+01  7.807446887729732e+01  1.742513783544230e+01
7.3800  -1.062145868169791e+00  -1.201472358762428e+01  7.217679144350767e+01  2.226886431276850e+01
7.3900  -1.179716042398241e+00  -1.149279354514433e+01  6.604215173565557e+01  2.747164789555861e+01
7.4000  -1.291876742707422e+00  -1.093336575287640e+01  5.976924334308522e+01  3.294366406613826e+01
7.4100  -1.398269144072491e+00  -1.033967418665688e+01  5.345443114310926e+01  3.859324435385374e+01
7.4200  -1.498566820603427e+00  -9.714960251997320e+00  4.719022634894392e+01  4.432839086721999e+01
7.4300  -1.592475689642151e+00  -9.062447070637971e+00  4.106397345405737e+01  5.005821548735968e+01
7.4400  -1.679733708980883e+00  -8.385315863122916e+00  3.515676106217040e+01  5.569428290625867e+01
7.4500  -1.760110349444252e+00  -7.686684677336106e+00  2.954256066439684e+01  6.115184072773211e+01
7.4600  -1.833405867376393e+00  -6.969589672316038e+00  2.428759010022719e+01  6.635092393700796e+01
7.4700  -1.899450403453127e+00  -6.236969123416309e+00  1.944989192322420e+01  7.121732505443522e+01
7.4800  -1.958102935675203e+00  -5.491650269647175e+00  1.507911134205794e+01  7.568342510159373e+01
7.4900  -2.009250115375028e+00  -4.736339077494200e+00  1.121645392849931e+01  7.968888402222804e+01
7.5000  -2.052805015576744e+00  -3.973612948355862e+00  7.894799931670683e+00  8.318119233293642e+01
7.5100  -2.088705821085198e+00  -3.205916349671196e+00  5.138949820544543e+00  8.611608846646374e+01
7.5200  -2.116914489247670e+00  -2.435559303517165e+00  2.965974560474508e+00  8.845784847136682e+01
7.5300  -2.137415409444391e+00  -1.664718621625640e+00  1.385644044593585e+00  9.017945642358906e+01
7.5400  -2.150214088037776e+00  -8.954417330614206e-01  4.009079486540202e-01  9.126266508525458e+01
7.5500  -2.155335883770397e+00  -1.296529108424462e-01  8.404938644959649e-03  9.169795702874468e+01
7.5600  -2.152824816478377e+00  6.308383328435129e-01  1.989785010923914e-01  9.148441666069394e+01
7.5700  -2.142742469516196e+00  1.384326945929578e+00  9.581805466133569e-01  9.062952337540280e+01
7.5800  -2.125167003512021e+00  2.129200421784037e+00  2.266747218062661e+00  8.914887549594476e+01
7.5900  -2.100192296035095e+00  2.863925585717935e+00  4.101034880264908e+00  8.706585378819200e+01
7.6000  -2.067927218507906e+00  3.587034416408875e+00  6.433407952250879e+00  8.441123222841924e+01
7.6100  -2.028495058288116e+00  4.297109249150139e+00  9.232573949565838e+00  8.122274244297147e+01
7.6200  -1.982033090333319e+00  4.992767715466718e+00  1.246386473030338e+01  7.754459689384663e+01
7.6300  -1.928692299301626e+00  5.672647775613670e+00  1.608946639308736e+01  7.342697453113894e+01
7.6400  -1.868637249389802e+00  6.335393196766279e+00  2.006860347881623e+01  6.892547134334920e+01
7.6500  -1.802046095724485e+00  6.979639820388424e+00  2.435768601117587e+01  6.410051707605446e+01
7.6600  -1.729110727756729e+00  7.604002947470804e+00  2.891043041257234e+01  5.901675841840611e+01
7.6700  -1.650037031919071e+00  8.207066150290908e+00  3.367796739762541e+01  5.374240822758473e+01
7.6800  -1.565045257838801e+00  8.787371794365342e+00  3.860895152620378e+01  4.834855991674842e+01
7.6900  -1.474370469708436e+00  9.343413524719601e+00  4.364968814695658e+01  4.290846600493030e+01
7.7000  -1.378263062038327e+00  9.873630936934807e+00  4.874429393939806e+01  3.749678003930267e+01
7.7100  -1.276989316995264e+00  1.037640661615106e+01  5.383490713185175e+01  3.218876166066877e+01
7.7200  -1.170831978898587e+00  1.085006568687207e+01  5.886196270471932e+01  2.705944548872723e+01
7.7300  -1.060090820228972e+00  1.129287797363061e+01  6.376454646365573e+01  2.218277573820506e+01
7.7400  -9.450831727262173e-01  1.170306282798080e+01  6.848083977783301e+01  1.763071001071548e+01
7.7500  -8.261443968256895e-01  1.207879663155019e+01  7.294866403317415e+01  1.347229749734761e+01
7.7600  -7.036282628166010e-01  1.241822293869955e+01  7.710613047762187e+01  9.772738818014156e+00
7.7700  -5.779072177000171e-01  1.271946517639502e+01  8.089239718676285e+01  6.592436848126601e+00
7.7800  -4.493725127745490e-01  1.298064177388902e+01  8.424853043101628e+01  3.986050063334079e+00
7.7900  -3.184341684703219e-01  1.319988355141185e+01  8.711846288541662e+01  2.001562082166883e+00
7.8000  -1.855207548675576e-01  1.337535315595406e+01  8.945003602324510e+01  6.793831111986064e-01
7.8100  -5.107896864910270e-02  1.350526629399393e+01  9.119610883584423e+01  5.150080061176469e-02
7.8200  8.442701008546516e-02  1.358791447628200e+01  9.231570990737693e+01  1.406995018363126e-01
7.8300  2.205163947104477e-01  1.362168895906722e+01  9.277520504878687e+01  9.598679878779988e-01
7.8400  3.566929129444043e-01  1.360510553991693e+01  9.254944837613918e+01  2.511416262050071e+00
7.8500  4.924461784459981e-01  1.353682984495697e+01  9.162288112565886e+01  4.786822063234092e+00
7.8600  6.272533161643954e-01  1.341570272828161e+01  8.999053984681137e+01  7.766327010708676e+00
7.8700  7.605808406233060e-01  1.324076539372245e+01  8.765893410579903e+01  1.141880097187360e+01
7.8800  8.918867823905531e-01  1.301128384430799e+01  8.464675363857509e+01  1.570179115575559e+01
7.8900  1.020623054038264e+00  1.272677226569648e+01  8.098536615145053e+01  2.056176963173818e+01
7.9000  1.146238042990664e+00  1.238701495664378e+01  7.671906976805838e+01  2.593458947019367e+01
7.9100  1.268179414845015e+00  1.199208643211267e+01  7.190506849763044e+01  3.174615555052819e+01
7.9200  1.385897107093561e+00  1.154236934279188e+01  6.661314502271092e+01  3.791331136103543e+01
7.9300  1.498846489725346e+00  1.103856987834342e+01  6.092501247953531e+01  4.434493792911553e+01
7.9400  1.606491665999077e+00  1.048173035032799e+01  5.493333556849351e+01  5.094325549995009e+01
7.9500  1.708308883800575e+00  9.873238684087763e+00  4.874042105648353e+01  5.760531287857015e+01
7.9600  1.803790025475737e+00  9.214834586443430e+00  4.245658822775703e+01  6.422464363407212e+01
7.9700  1.892446141902143e+00  8.508612197374804e+00  3.619824076265765e+01  7.069306281778992e+01
7.9800  1.973810994864162e+00  7.757019078332090e+00  3.008567249080401e+01  7.690257265843296e+01
7.9900  2.047444570556164e+00  6.962851436853703e+00  2.424065006584784e+01  8.274734105550354e+01
8.0000  2.112936526278517e+00  6.129245536091338e+00  1.878382542084779e+01  8.812571277969954e+01
8.0100  2.169909532127035e+00  5.259665287980865e+00  1.383203947079542e+01  9.294221027335662e+01
8.0200  2.218022469717046e+00  4.357886079446500e+00  9.495585540716792e+00  9.710947897205585e+01
8.0300  2.256973450729806e+00  3.427974931473309e+00  5.875506065404719e+00  1.005501312594353e+02
8.0400  2.286502619316093e+00  2.474267140419151e+00  3.060998941078982e+00  1.031984436067081e+02
8.0500  2.306394704126777e+00  1.501339598861231e+00  1.127010295554401e+00  1.050018631839447e+02
8.0600  2.316481287943431e+00  5.139810389064122e-01  1.320882541776574e-01  1.059222832677174e+02
8.0700  2.316642765527579e+00  -4.828405164101286e-01  1.165674821435998e-01  1.059370510714938e+02
8.0800  2.306809963362323e+00  -1.484012768864034e+00  1.101146949075749e+00  1.050396771094195e+02
8.0900  2.286965398386712e+00  -2.484316268100918e+00  3.085913659975436e+00  1.032402217463360e+02
8.1000  2.257144156577596e+00  -3.478463251761470e+00  6.049853296927489e+00  1.005653420227817e+02
8.1100  2.217434376267573e+00  -4.461137787028060e+00  9.950875177424805e+00  9.705798997394555e+01
8.1200  2.167977325348618e+00  -5.427036777971809e+00  1.472636409472932e+01  9.277676225767591e+01
8.1300  2.108967065943387e+00  -6.370911388808633e+00  2.029425596202577e+01  8.779490971866895e+01
8.1400  2.040649704671877e+00  -7.287608424820760e+00  2.655461827675926e+01  8.219902428059193e+01
8.1500  1.963322231240131e+00  -8.172111210396332e+00  3.339170081754271e+01  7.608742900770930e+01
8.1600  1.877330952669314e+00  -9.019579507428329e+00  4.067640724541053e+01  6.956830505042758e+01
8.1700  1.783069535006826e+00  -9.825388027154464e+00  4.826912494207514e+01  6.275759623757394e+01
8.1800  1.680976668756386e+00  -1.058516310428599e+01  5.602283897216870e+01  5.577673807834562e+01
8.1900  1.571533378472742e+00  -1.129481712375623e+01  6.378644692954846e+01  4.875026269673305e+01
8.2000  1.455260000933209e+00  -1.195058031732986e+01  7.140818496047589e+01  4.180333458779678e+01
8.2100  1.332712859970000e+00  -1.254902957928574e+01  7.873907169089426e+01  3.505927395003802e+01
8.2200  1.204480669375863e+00  -1.308711398698260e+01  8.563627625413784e+01  2.863712465147142e+01
8.2300  1.071180698237071e+00  -1.356217675283667e+01  9.196631913759164e+01  2.264932261995800e+01
8.2400  9.334547355637930e-01  -1.397197337852424e+01  9.760802004509507e+01  1.719951765313520e+01
8.2500  7.919648931457768e-01  -1.431468582946060e+01  1.024551151980801e+02  1.238059741168121e+01
