10 3.04532
20 5.46684
40 5.57017
80 9.67086
160 12.9372
320 22.0669
640 21.2203
1280 41.4023
2560 54.5677
5120 78.5478
10240 111.828
20480 142.03
40960 200.858
81920 301.439
