10 0.34217130 3.00000000
20 3.42707638 3.00000000
40 1.04380370 3.00000000
80 3.37532748 3.00000000
160 4.33647440 3.00000000
320 3.09544429 3.00000000
640 2.70981895 3.00000000
1280 3.37242760 3.00000000
2560 2.27829640 3.00000000
5120 2.72566588 3.00000000
10240 3.03212552 3.00000000
20480 2.71435692 3.00000000
40960 2.95704177 3.00000000
81920 3.00933739 3.00000000
163840 3.01806814 3.00000000
327680 3.02799377 3.00000000
655360 3.00703853 3.00000000
